NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS
802,MAT-CSV-00882,,"SIZE : 4""",PCS,0,,ACTIVE
803,MAT-CSV-00883,,LAMPU TOWER 3 WARNA + BUZZER,PCS,300000,BULAN TERANG ELECTRIC,ACTIVE
804,MAT-CSV-00884,,MCB IP 6A SCHNEIDER,PCS,65000,,ACTIVE
805,MAT-CSV-00885,,"YSLY 4X1,5MM",METER,21000,,ACTIVE
806,MAT-CSV-00886,,YSLY 3X1MM,METER,15000,,ACTIVE
807,MAT-CSV-00887,,"NYY 4X2,5",METER,31000,,ACTIVE
808,MAT-CSV-00888,,SHM ELECTROMAGNETIC FLOWMETER,UNIT,21996000,ONE ELECTRICAL,ACTIVE
809,MAT-CSV-00889,,SHM FLANGE MOUNTED DIFFRENTIAL PRESSURE,UNIT,14500000,,ACTIVE
810,MAT-CSV-00890,,ANCHOR NUT 19 X 300,PCS,35280,PANJI RIMBA TEKNIK,ACTIVE
811,MAT-CSV-00891,,"SDS FLAT 12 X 3,2",BOX,146145,,ACTIVE
812,MAT-CSV-00892,,BOLT NUT M22 X 90,PCS,82700,,ACTIVE
813,MAT-CSV-00893,,KLEM UNISBAD 3/4,PCS,7500,SURYA AGUNG CILEGON,ACTIVE
814,MAT-CSV-00894,,EXPANDED 3035 4'X8' 3MM,LEMBAR,550000,ANUGRAH INDO BAJA,ACTIVE
815,MAT-CSV-00895,,PLAT HITAM 10MM X 1200 X 2400,LEMBAR,4199500,,ACTIVE
816,MAT-CSV-00896,,"TIRAI PVC, CLEAR/BENING, 2mm x 20cm x 50m",ROLL,800000,BUDI JAYA MAKMUR,ACTIVE
817,MAT-CSV-00897,,KAP LAMPU 2X36 LED,SET,450000,SURYA AGUNG CILEGON,ACTIVE
818,MAT-CSV-00898,,"CONNECTOR FLEXIBLE 1/2"" PIPE E",PCS,17500,,ACTIVE
819,MAT-CSV-00899,,COUPLING PIPE E19,PCS,10000,,ACTIVE
820,MAT-CSV-00900,,"FLEXIBLE CONDUIT 1/2"" x 50m",ROLLL,575000,,ACTIVE
821,MAT-CSV-00902,,BOX PANEL 90 X 80 X 40,PCS,2800000,BULAN TERANG ELECTRIC,ACTIVE
822,MAT-CSV-00903,,"TYPE PRESTENDING, CREAM",PCS,0,,ACTIVE
823,MAT-CSV-00904,,"MCCB 4P, 100A",PCS,1435000,,ACTIVE
824,MAT-CSV-00905,,POWER METER PM5330,PCS,4750000,,ACTIVE
825,MAT-CSV-00906,,"GAE, CT 50/5A",PCS,295000,,ACTIVE
826,MAT-CSV-00907,,"SCHNEIDER PILOT LAMP D22, 220VAC MERAH",PCS,45000,,ACTIVE
827,MAT-CSV-00908,,"SCHNEIDER PILOT LAMP D22, 220VAC KUNING",PCS,45000,,ACTIVE
828,MAT-CSV-00909,,"SCHNEIDER PILOT LAMP D22, 220VAC BIRU",PCS,45000,,ACTIVE
829,MAT-CSV-00910,,FUSE + RUMAH 2A,SET,20000,,ACTIVE
830,MAT-CSV-00911,,REL MCB,BATANG,20000,,ACTIVE
831,MAT-CSV-00912,,CABLE DUCT 40X40 (45X45),BATANG,50000,,ACTIVE
832,MAT-CSV-00913,,"SKUN Y1,25-3 HITAM",PACK,25000,,ACTIVE
833,MAT-CSV-00914,,"SKUN Y1,25-3 BIRU",PACK,25000,,ACTIVE
834,MAT-CSV-00915,,"NYAF 1,5",METER,3850,,ACTIVE
835,MAT-CSV-00916,,"NYAF 2,5",METER,6500,,ACTIVE
836,MAT-CSV-00917,,TERMINAL BLOCK 4PX4MM,PCS,10000,,ACTIVE
837,MAT-CSV-00918,,"TERMINAL BLOCK 4PX2,5MM",PCS,10000,,ACTIVE
838,MAT-CSV-00919,,"TERMINAL BLOCK 4MX2,5MM",PCS,10000,,ACTIVE
839,MAT-CSV-00920,,"MCB 1P,4A",PCS,75000,,ACTIVE
840,MAT-CSV-00921,,"MCB 1P,10A",PCS,65000,,ACTIVE
841,MAT-CSV-00922,,"MCB 1P,15A",PCS,65000,,ACTIVE
842,MAT-CSV-00923,,"KABEL NYm 3X2,5MM",ROLL,980000,,ACTIVE
843,MAT-CSV-00924,,"KABEL NYm 3X1,5MM",ROLL,680000,,ACTIVE
844,MAT-CSV-00925,,STOP KONTAK BROCO ISI 2 LUBANG IB,SET,35000,,ACTIVE
845,MAT-CSV-00926,,STOP KONTAK BROCO ISI 1 LUBANG IB,SET,17000,,ACTIVE
846,MAT-CSV-00927,,STOP KONTAK AC SCHNEIDER CLIPSAL 1 SET,SET,75000,,ACTIVE
847,MAT-CSV-00928,,KOMPLIT + STEKER INBOW DUS (BOSS),PCS,0,,ACTIVE
848,MAT-CSV-00929,,SAKLAR DOUBLE IB,SET,27000,,ACTIVE
849,MAT-CSV-00930,,SAKLAR ENGKEL IB,SET,17000,,ACTIVE
850,MAT-CSV-00931,,STOP KONTAK S/K DATA CAT5E INTERNET,SET,75000,,ACTIVE
851,MAT-CSV-00932,,(PANASONIC),PCS,0,,ACTIVE
852,MAT-CSV-00933,,PIPA CLIPSAL 20 (BOSS),BATANG,17500,,ACTIVE
853,MAT-CSV-00934,,ELBOW CLIPSAL 20 (BOSS),PCS,6500,,ACTIVE
854,MAT-CSV-00935,,SOCKET CLIPSAL 20 (BOSS),PCS,4000,,ACTIVE
855,MAT-CSV-00936,,SIKU 60X60X6,BATANG,421800,KARYABENTENG BARU SEMESTA,ACTIVE
856,MAT-CSV-00937,,PLAT STRIP 50X6,BATANG,155400,,ACTIVE
857,MAT-CSV-00938,,PLAT BORDESH 4'X8'X4MM,LEMBAR,1665000,,ACTIVE
858,MAT-CSV-00939,,"CNP 150 X 3,2",BATANG,577200,,ACTIVE
859,MAT-CSV-00940,,BESI 16 X 12M,BATANG,213120,,ACTIVE
860,MAT-CSV-00941,,BESI 12 X 12M,BATANG,122100,,ACTIVE
861,MAT-CSV-00942,,FRAME SCAFOLDING SET KONDISI 80% REPAINTING,SET,700000,PCM,ACTIVE
862,MAT-CSV-00943,,ASIBA CATWALK,UNIT,250000,,ACTIVE
863,MAT-CSV-00944,,BOX PANEL 80X60X20CM,PCS,1200000,BULAN TERANG ELECTRIC,ACTIVE
864,MAT-CSV-00945,,REL MCB / DIN RAIL ALUMUNIUM,BATANG,25000,,ACTIVE
865,MAT-CSV-00946,,CABLE DUCT 25X25MM,BATANG,35000,,ACTIVE
866,MAT-CSV-00947,,"CABLE NYAF 0,75MM",ROLL,220000,,ACTIVE
867,MAT-CSV-00948,,"CABLE SKUN SVS-1-25-3,5",PACK,25000,,ACTIVE
868,MAT-CSV-00949,,"CABLE SKUN SVS-1-25-3,6",PCS,25000,,ACTIVE
869,MAT-CSV-00950,,"TERMINAL BLOCK 12P X 1,5MM",PCS,15000,,ACTIVE
870,MAT-CSV-00951,,MCB 1P 6A,SET,70000,,ACTIVE
871,MAT-CSV-00952,,CRAMIC FUSE 2A+RUMAH,SET,15000,,ACTIVE
872,MAT-CSV-00953,,"RELAY, 220VAC + SOCKET",SET,65000,,ACTIVE
873,MAT-CSV-00954,,SELECTOR SWITCH AUTO/MAN 22,PCS,175000,,ACTIVE
874,MAT-CSV-00955,,"PILOT LAMP 220VAC 22, BIRU",PCS,45000,,ACTIVE
875,MAT-CSV-00956,,LED TOWER LAMP(WARNING LAMP) RED LIGHT,SET,300000,,ACTIVE
876,MAT-CSV-00957,,"CABLE YSLY-JZ,10G 1MM",METER,35000,,ACTIVE
877,MAT-CSV-00958,,"CABLE YSLY-JZ,2G 1MM",METER,12000,,ACTIVE
878,MAT-CSV-00959,,LIMIT SWITCH TZ-8108 D4V TZ,PCS,250000,,ACTIVE
879,MAT-CSV-00960,,LIMIT SWITCH TZ-8112 TZ8,PCS,250000,,ACTIVE
880,MAT-CSV-00961,,"CLAMP BUAYA 1/2""",PCS,12000,,ACTIVE
881,MAT-CSV-00962,,"PIPA PVC 1/2""",BATANG,17500,,ACTIVE
882,MAT-CSV-00963,,"SOCKET PVC 1/2""",PCS,2000,,ACTIVE
883,MAT-CSV-00964,,"ELBOW PVC1/2""",PCS,6500,,ACTIVE
884,MAT-CSV-00965,,"TE DUS PVC 1/2""",PCS,10000,,ACTIVE
885,MAT-CSV-00966,,SE120EGNB0200,UNIT,5900000,FINETEK AUTOMATION INDONESIA,ACTIVE
886,MAT-CSV-00967,,FINETEK ROTARY PADDLE LEVEL SWITCH,PCS,0,,ACTIVE
887,MAT-CSV-00968,,FINETEK CODE SE120EGNB0200,PCS,0,,ACTIVE
888,MAT-CSV-00969,,FINETEK MODEL SEX10000-ABEAKB442C0200,PCS,0,,ACTIVE
889,MAT-CSV-00970,,SHAFT PROTECTIVE TUBE TYPE,PCS,0,,ACTIVE
890,MAT-CSV-00971,,VOLTAGE 24 VDC,PCS,0,,ACTIVE
891,MAT-CSV-00972,,CONNECTION FLANGE 2� INCH JIS 10K,PCS,0,,ACTIVE
892,MAT-CSV-00973,,"PADDLE B TYPE, 65X80MM",PCS,0,,ACTIVE
893,MAT-CSV-00974,,PROBE LENGTH 200MM,PCS,0,,ACTIVE
894,MAT-CSV-00975,,MAX TEMP 70�C,PCS,0,,ACTIVE
895,MAT-CSV-00976,,OUTPUT SPDT,PCS,0,,ACTIVE
896,MAT-CSV-00977,,ROTARY SPEED 1 RPM,PCS,0,,ACTIVE
897,MAT-CSV-00978,,HIAB CRANE 10T,LOT,7000000,TRANSPORTASI,ACTIVE
898,MAT-CSV-00979,,BREZLER SCHNEIDER MCB 3PAS 80A,UNIT,650000,TOKO SEMI,ACTIVE
899,MAT-CSV-00980,,MCB SCHNEIDER 25A,PCS,80000,,ACTIVE
900,MAT-CSV-00981,,"KUNCI INGGRIS 15""",PCS,300000,,ACTIVE
901,MAT-CSV-00982,,ONDA SEALTAPE,PCS,5000,,ACTIVE
902,MAT-CSV-00983,,"METERAN 7,5M",PCS,55000,,ACTIVE
903,MAT-CSV-00984,,KUNCI L SET,UNIT,205192,,ACTIVE
904,MAT-CSV-00985,,REL CONDUIT STRUT KANAL,UNIT,325000,SURYA AGUNG CILEGON,ACTIVE
905,MAT-CSV-00986,,"KLEM STRUT 1/2"" GALVANIS",PCS,6000,,ACTIVE
906,MAT-CSV-00987,,"SOCK POLOS 1/2""",PCS,10000,,ACTIVE
907,MAT-CSV-00988,,"CONECTOR FLEKSIBEL 1/2""",PCS,17500,,ACTIVE
908,MAT-CSV-00989,,"GLAND METAL CONNECTOR CABLE 1/2""",PCS,15000,,ACTIVE
909,MAT-CSV-00990,,SIKU 50X50X5X6 B CS,BATANG,220000,,ACTIVE
910,MAT-CSV-00991,,CAT SILVER ALUMUNIUM/GALVANIS,KG,60000,,ACTIVE
911,MAT-CSV-00992,,"FLEKSIBEL 1/2""",ROLL,500000,,ACTIVE
912,MAT-CSV-00993,,JLD BOR CAS MURAH 2 BATERAI,SET,1465061,SM II SURYA MAJU CILEGON II,ACTIVE
913,MAT-CSV-00994,,CARBON BRUSH MAKITA CB 204A/CB204A,PCS,116972,,ACTIVE
914,MAT-CSV-00995,,SKRUP ROOFING SDS FH8,BOX,143585,,ACTIVE
915,MAT-CSV-00996,,AMPLOP GAJI COKLAT,PACK,19000,,ACTIVE
916,MAT-CSV-00997,,GUNTING BESAR,PCS,14000,,ACTIVE
917,MAT-CSV-00998,,PROPAN METAL CAT SILVER,KG,65000,,ACTIVE
918,MAT-CSV-00999,,PRIMER BLUE,KG,90000,,ACTIVE
919,MAT-CSV-01000,,KUAS ROLL,KG,15000,,ACTIVE
920,MAT-CSV-01001,,"KUAS 2""",PCS,12000,,ACTIVE
921,MAT-CSV-01002,,PRIMA TOP LOGAN LINE,KG,90000,,ACTIVE
922,MAT-CSV-01003,,"SOCK DRAT 1/2""",PCS,4000,,ACTIVE
923,MAT-CSV-01004,,"SDD 1/2""",PCS,4000,,ACTIVE
924,MAT-CSV-01005,,CAT HIJAU,KG,65000,,ACTIVE
925,MAT-CSV-01006,,BOLT NUT M10X50 GALVANIS,PCS,1450,,ACTIVE
926,MAT-CSV-01007,,"PIPA SS 304 4"" X 6000",BATANG,6300000,KARSA INTI SEJIWA,ACTIVE
927,MAT-CSV-01008,,"FLANGE 4"" JIS10K FF",PCS,340000,,ACTIVE
928,MAT-CSV-01009,,"PIPE NEPEL DOUBLE DRAT LUAR 1/2"" x 100",PCS,50000,,ACTIVE
929,MAT-CSV-01010,,"BALL VALVE SANKYO 1"" SS316",PCS,100000,,ACTIVE
930,MAT-CSV-01011,,ROUND BAR M19 x 1000,BATANG,250000,,ACTIVE
931,MAT-CSV-01012,,"BLIND FLANGE 1 1/2"" JIS 10K FF",PCS,200000,,ACTIVE
932,MAT-CSV-01013,,"BLIND FLANGE 1"" JIS 10K FF",PCS,140000,,ACTIVE
933,MAT-CSV-01014,,"BALL VALVE SANKYO 1/2"" SS316",PCS,70000,,ACTIVE
934,MAT-CSV-01015,,MPC 08-04,PCS,8000,MANDIRI TEKNO JAYA,ACTIVE
935,MAT-CSV-01016,,MPC 08-02,PCS,4000,,ACTIVE
936,MAT-CSV-01017,,MPC 12-04,PCS,9000,,ACTIVE
937,MAT-CSV-01018,,MPC 12-01,PCS,7500,,ACTIVE
938,MAT-CSV-01019,,MPCF 08-01,PCS,6000,,ACTIVE
939,MAT-CSV-01020,,PU TUBE 8X5 HITAM TECHNO,ROLL,390000,,ACTIVE
940,MAT-CSV-01021,,PU TUBE 12X8 HITAM TECHNO,ROLL,800000,,ACTIVE
941,MAT-CSV-01022,,"VLOK RING 1"" X 1/2"" SS304 CLASS 160",PCS,32000,,ACTIVE
942,MAT-CSV-01023,,MPE 12,PCS,6000,,ACTIVE
943,MAT-CSV-01024,,MPE 08,PCS,4000,,ACTIVE
944,MAT-CSV-01025,,AS DRAT M12X1000,BATANG,24540,PANJI RIMBA TEKNIK,ACTIVE
945,MAT-CSV-01026,,MUR M12,PCS,715,,ACTIVE
946,MAT-CSV-01027,,TURNBUCKLE 3/4 (M20),PCS,48000,,ACTIVE
947,MAT-CSV-01028,,FASTRACK HELM,PCS,25000,,ACTIVE
948,MAT-CSV-01029,,"KABEL NYY 3X2,5M",M,27500,SURYA AGUNG CILEGON,ACTIVE
949,MAT-CSV-01030,,KABEL GROUNDING NYA 50mm,M,105000,,ACTIVE
950,MAT-CSV-01031,,"KABEL GROUNDING NYA 2,5mm",M,7500,,ACTIVE
951,MAT-CSV-01032,,SKUN KABEL 50-10,PCS,7000,,ACTIVE
952,MAT-CSV-01033,,"SKUN Y 1,5m",PCS,30000,,ACTIVE
953,MAT-CSV-01034,,"SKUN RING 2,5m",M,500,,ACTIVE
954,MAT-CSV-01035,,"KABEL INDUK NYY 4X2,5",M,35000,,ACTIVE
955,MAT-CSV-01036,,KACA TEMPERED BULAT TAHAN PANAS 130MM 10MM,PCS,513500,SUTAR PACKING,ACTIVE
956,MAT-CSV-01037,,TEKIRO GREASE GUN POMPA 100CC,PCS,102700,,ACTIVE
957,MAT-CSV-01038,,"SOCKET COUPLING SDD SS 304 1/4""",PCS,8000,,ACTIVE
958,MAT-CSV-01039,,"SOCKET COUPLING SSD SS 304 1/8""",PCS,10000,,ACTIVE
959,MAT-CSV-01040,,"SOCKET COUPLING SSD SS 304 3/8""",PCS,12000,,ACTIVE
960,MAT-CSV-01041,,"SOCKET COUPLING SDD SS 304 1/4""",PCS,15425,,ACTIVE
961,MAT-CSV-01042,,NEPEL GREASE BENGKOK 10MM+12MM 45',PCS,9688,,ACTIVE
962,MAT-CSV-01043,,"NEPEL GREASE 1/2""",PCS,17800,,ACTIVE
963,MAT-CSV-01044,,NEPEL GREASE 1/4',PCS,15750,,ACTIVE
964,MAT-CSV-01045,,"FITTING PNEUMATIC SELANG 8MM 1/2""",PCS,13000,,ACTIVE
965,MAT-CSV-01046,,GREASE STEMPET KUNING,KALENG,38800,,ACTIVE
966,MAT-CSV-01047,,OLI AGITATOR SHELL OMALA S2GX G320,LITER,106400,,ACTIVE
967,MAT-CSV-01048,,SIKU 50X50 BC,PCS,215000,TOKO BERKAT,ACTIVE
968,MAT-CSV-01049,,OKSIGEN,TABUNG,75000,IWAN ARGON,ACTIVE
969,MAT-CSV-01050,,ARGON,TABUNG,250000,,ACTIVE
970,MAT-CSV-01051,,LPG,TABUNG,1100000,,ACTIVE
971,MAT-CSV-01052,,SCAFOLDING PIPE @4M INCLUDE CLAMP,SET,62000,BASINDO,ACTIVE
972,MAT-CSV-01053,,TAMBAHAN SCAFOLDING UNTK DONGJIN,PCS,0,,ACTIVE
973,MAT-CSV-01054,,1 BULAN,PCS,0,,ACTIVE
974,MAT-CSV-01055,,PALU BATU 2LB G. FIBER ATS,PCS,70000,KARYA WARGI,ACTIVE
975,MAT-CSV-01056,,PALU BATU 4LB G. FIBER ATS,PCS,110000,,ACTIVE
976,MAT-CSV-01057,,RTD 2X P100 WITH THERMOWELL,PCS,2570000,PT. SUNTECH MITRA NUSANTARA,ACTIVE
977,MAT-CSV-01058,,� 10 X 450MM,PCS,0,,ACTIVE
978,MAT-CSV-01059,,"WITH FLANGE JIS 10K 1""",PCS,0,,ACTIVE
979,MAT-CSV-01060,,THERMOWELL PAKE AS �21 X 400MM,PCS,0,,ACTIVE
980,MAT-CSV-01061,,0-200�C,PCS,0,,ACTIVE
981,MAT-CSV-01062,,"KABEL NYY 3 X 1,5 MM",M,17500,BULAN TERANG ELECTRIC,ACTIVE
982,MAT-CSV-01063,,CONDUIT GALVANIS 3/4 POLOS,BATANG,78000,,ACTIVE
983,MAT-CSV-01064,,FLEXIBLE CONDUIT 1/2,ROLL,500000,,ACTIVE
984,MAT-CSV-01065,,"CABLE SCUN 1,25-3,5 MERAH",PACK,25000,,ACTIVE
985,MAT-CSV-01066,,ELECTRIC TAPE NITTO,PCS,8500,,ACTIVE
986,MAT-CSV-01067,,"CABLE YSLY-JZ,2G 1MM",M,12000,,ACTIVE
987,MAT-CSV-01068,,PU TUBE 8 X 5 HITAM,ROLL,450000,,ACTIVE
988,MAT-CSV-01069,,MALE CONNECTOR R 1/2 MALE TO PUSH IN 8MM,PCS,10000,,ACTIVE
989,MAT-CSV-01070,,(MPC 08-04),PCS,0,,ACTIVE
990,MAT-CSV-01071,,MALE CONNECTOR R 1/4 MALE TO PUSH IN 8MM,PCS,7000,,ACTIVE
991,MAT-CSV-01072,,(MPC 08-02),PCS,0,,ACTIVE
992,MAT-CSV-01073,,LAMPU TANGKI VESSEL TANK EXPLOSION PROOF,SET,0,,ACTIVE
993,MAT-CSV-01074,,SIGHT GLASS BSD-100 EEW HRLM,PCS,0,,ACTIVE
994,MAT-CSV-01075,,BANDUL TUKANG 400GR,PCS,17500,MUTIARA INDAH,ACTIVE
995,MAT-CSV-01076,,BANDUL TUKANG 250GR,PCS,15000,,ACTIVE
996,MAT-CSV-01077,,NOZEL KOIKE NO 1,PCS,50000,,ACTIVE
997,MAT-CSV-01078,,CABANG NOZZLE 5/16,PCS,12500,,ACTIVE
998,MAT-CSV-01079,,BENANG TUKANG,PACK,70000,,ACTIVE
999,MAT-CSV-01080,,SEALTAPE ONDA,PCS,5000,,ACTIVE
1000,MAT-CSV-01081,,CUTTING TORCH KOIKE,PCS,390000,,ACTIVE
1001,MAT-CSV-01082,,PLAT STRIP 6 X 100,BATANG,388500,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1002,MAT-CSV-01083,,SEWA ALAT BERAT KATO 25 TON CRANE,SHIFT,6000000,PT KEMBAR HARAPAN JAYA,ACTIVE
1003,MAT-CSV-01084,,ASDRAT M16 X 1000 SS304,BATANG,195000,PANJI RIMBA TEKNIK,ACTIVE
1004,MAT-CSV-01085,,MUR M16 SS304,PCS,7200,,ACTIVE
1005,MAT-CSV-01086,,RING M16 SS304,PCS,2300,,ACTIVE
1006,MAT-CSV-01098,,"METERAN 7,5M",PCS,40000,MUTIARA INDAH,ACTIVE
1007,MAT-CSV-01099,,"CUTTING KERAMIK 4""",PCS,105000,,ACTIVE
1008,MAT-CSV-01100,,"BATU BAPING 4"" BETON",PCS,50000,,ACTIVE
1009,MAT-CSV-01101,,FLASHBACK ARESTOR LPG,PCS,65000,,ACTIVE
1010,MAT-CSV-01102,,FLASHBACK ARESTOR OXY,PCS,65000,,ACTIVE
1011,MAT-CSV-01103,,KONEKTOR LAS 35-50 M,PCS,25000,,ACTIVE
1012,MAT-CSV-01104,,SCUN 70-12,PCS,11000,,ACTIVE
1013,MAT-CSV-01105,,TEE 12MM,PCS,15000,,ACTIVE
1014,MAT-CSV-01106,,NUT 10MM SS304,PCS,2550,,ACTIVE
1015,MAT-CSV-01107,,ASDRAT M10X1000 SS304,BATANG,74000,,ACTIVE
1016,MAT-CSV-01108,,"TSAT KUNING 10X1/2""",PCS,125,,ACTIVE
1017,MAT-CSV-01109,,POTONG DAN BUBUT KONDE SPROKET AS 6 IN,UNIT,900000,CV MITRA JAYA PRATAMA,ACTIVE
1018,MAT-CSV-01110,,WF 200X100X6X6,BATANG,1860000,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1019,MAT-CSV-01111,,SIKU 60X60X6,BATANG,390000,,ACTIVE
1020,MAT-CSV-01112,,"PLAT BORDESH 4,5MM FULL 4'X8'",LEMBAR,1660000,,ACTIVE
1021,MAT-CSV-01113,,PLAT BORDESH 3MM 4'X8',LEMBAR,1150000,,ACTIVE
1022,MAT-CSV-01114,,WF 400X200X6,BATANG,6750000,,ACTIVE
1023,MAT-CSV-01115,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,-,ACTIVE
1024,MAT-CSV-01116,,FUSE 10X38 6A 10A,PCS,25000,SURYA AGUNG CILEGON,ACTIVE
1025,MAT-CSV-01117,,"SKUN Y 1,5MM",PCS,30000,,ACTIVE
1026,MAT-CSV-01118,,FLEXIBLE PU2 20MM PHITON,ROLL,125000,,ACTIVE
1027,MAT-CSV-01119,,HEADSTRINK 4/2,PCS,5000,,ACTIVE
1028,MAT-CSV-01120,,ISOLASI ELECTRIC,PCS,10000,,ACTIVE
1029,MAT-CSV-01121,,"CONDUCTOR FLEKSIBEL 1/2""",PCS,17500,,ACTIVE
1030,MAT-CSV-01122,,"COUPING PIPA 1/2""",PCS,10000,,ACTIVE
1031,MAT-CSV-01123,,MASKING TAPE,ROLL,10000,,ACTIVE
1032,MAT-CSV-01124,,"PIPA CONDUIT 1/2"" E19 X 3,6 M",BATANG,95000,SURYA AGUNG CILEGON,ACTIVE
1033,MAT-CSV-01125,,"SKUN Y 1,5 HITAM",PACK,30000,,ACTIVE
1034,MAT-CSV-01126,,"SKUN Y 2,5 HITAM / BIRU",PACK,35000,,ACTIVE
1035,MAT-CSV-01127,,BOX INBOW PANASONIC,PCS,4000,,ACTIVE
1036,MAT-CSV-01128,,ROUND BOX E19 AL,PCS,75000,,ACTIVE
1037,MAT-CSV-01129,,LAMPU TL LED 16,PCS,75000,,ACTIVE
1038,MAT-CSV-01130,,TANG POTONG,PCS,40000,,ACTIVE
1039,MAT-CSV-01131,,"KABEL NYYHY 2X1,5 ETERNA",ROLL,520000,TOKO SINLE JAYA,ACTIVE
1040,MAT-CSV-01132,,CABLE TIES 150,PACK,15000,,ACTIVE
1041,MAT-CSV-01133,,ISOLASI NITTO,PCS,10000,,ACTIVE
1042,MAT-CSV-01134,,PNEUMATIC CONTROL GLOBE VALVE,UNIT,44000000,MITRA GUNA SENTOSA,ACTIVE
1043,MAT-CSV-01135,,SIZE,PCS,0,,ACTIVE
1044,MAT-CSV-01136,,BODY,PCS,0,,ACTIVE
1045,MAT-CSV-01137,,BONNET,PCS,0,,ACTIVE
1046,MAT-CSV-01138,,TRIM,PCS,0,,ACTIVE
1047,MAT-CSV-01139,,PLUG-CHAR,PCS,0,,ACTIVE
1048,MAT-CSV-01140,,PACKING,PCS,0,,ACTIVE
1049,MAT-CSV-01141,,END STD,PCS,0,,ACTIVE
1050,MAT-CSV-01142,,ACTUATOR,PCS,0,,ACTIVE
1051,MAT-CSV-01143,,C/W,PCS,0,,ACTIVE
1052,MAT-CSV-01144,,SEIV 480 BLUE PEACOK,PAIL,1260000,DUNIA BARU,ACTIVE
1053,MAT-CSV-01145,,SEIV 6610 PRIMER GREY,PAIL,985000,,ACTIVE
1054,MAT-CSV-01146,,THINNER ND SUPER,JRGN,380000,,ACTIVE
1055,MAT-CSV-01147,,SCAFOLDING FRAME INC CATWALK,LOT,390000,PT BASINDO MITRA UTAMA,ACTIVE
1056,MAT-CSV-01148,,SCAFOLDING PIPE,LOT,375000,,ACTIVE
1057,MAT-CSV-01150,,BUTTERFLY VALVE 8INCH CS,PCS,2850000,PT KARSAINTI SEJIWA,ACTIVE
1058,MAT-CSV-01151,,"CANAL BAJA RINGAN 0,75 SNI",BATANG,98000,MEGABAJA SERANG,ACTIVE
1059,MAT-CSV-01152,,"RENG BAJA RINGAN 0,75 SNI",BATANG,51000,,ACTIVE
1060,MAT-CSV-01153,,INCLUDE SERTIFIKAT,PCS,0,,ACTIVE
1061,MAT-CSV-01154,,"LB52 3,2",KG,40800,KARYA WARGI,ACTIVE
1062,MAT-CSV-01155,,"CUTTING WD 4""",BOX,70000,,ACTIVE
1063,MAT-CSV-01156,,WHITE MARKER,LSN,174000,,ACTIVE
1064,MAT-CSV-01157,,"CUTTING WHEEL 4"" KRAMIK BOSCH",PCS,85000,,ACTIVE
1065,MAT-CSV-01158,,"KLEM UNISTRUT 1/2""",PCS,6000,SURYA AGUNG CILEGON,ACTIVE
1066,MAT-CSV-01159,,"SKUN Y 1,5MM HITAM",PCS,30000,,ACTIVE
1067,MAT-CSV-01160,,"CONNECTOR PU 1/4"" X 8MM",PCS,10000,,ACTIVE
1068,MAT-CSV-01161,,"CONNECTOR PU 1/2"" X 8MM",PCS,22500,,ACTIVE
1069,MAT-CSV-01162,,"SEALTAPE ONDA 1/2""",ROLL,5000,,ACTIVE
1070,MAT-CSV-01163,,AVIAN CAT SILVER,KG,60000,,ACTIVE
1071,MAT-CSV-01164,,RING PER SS 304 M16,PCS,2280,PANJI RIMBA TEKNIK,ACTIVE
1072,MAT-CSV-01165,,FULL DRAT M18 X 1000 GALVANIS,BATANG,58260,,ACTIVE
1073,MAT-CSV-01166,,FULL DRAT M18 X 1000 SS 304,BATANG,291295,,ACTIVE
1074,MAT-CSV-01167,,BOLT NUT HTB 8.8 M18 X 100,PCS,15240,,ACTIVE
1075,MAT-CSV-01168,,BOLT NUT HTB 8.8 M18 X 65,PCS,10740,,ACTIVE
1076,MAT-CSV-01169,,BAUT ROOFING SDS BAJA RINGAN,BOX,200000,PANJI RIMBA TEKNIK,ACTIVE
1077,MAT-CSV-01170,,BAUT ROOFING SDS BAJA RINGAN,BOX,108000,,ACTIVE
1078,MAT-CSV-01171,,KUNCI PAS RING 8-24,SET,370000,,ACTIVE
1079,MAT-CSV-01172,,"UBOLT 1"" x 5/16",PCS,1480,,ACTIVE
1080,MAT-CSV-01173,,DYNABOLT M8 X 90/100,PCS,1370,,ACTIVE
1081,MAT-CSV-01174,,DYNABOLT M8 X 70/75,PCS,1090,,ACTIVE
1082,MAT-CSV-01177,,"ISI ROLL CAT 4""",BOX,65000,,ACTIVE
1083,MAT-CSV-01178,,"KOAS 2""",PCS,15000,,ACTIVE
1084,MAT-CSV-01179,,SHEL OMALA S2GX VG320 (20LT),JERIGEN,1350000,PT TUNGGAL KARYA BERSAMA,ACTIVE
1085,MAT-CSV-01180,,"PIPA 1�"" CS x 6000 2,7mm/2,8mm",BATANG,245000,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1086,MAT-CSV-01181,,"PIPA 1"" CS x 6000 2,7mm/2,8mm",BATANG,190000,,ACTIVE
1087,MAT-CSV-01182,,"CNP 150 x 3,2 x 6000",BATANG,500000,,ACTIVE
