NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS,NOTE
796,MAT-CSV-00796,,CAT SEIV 480 BLUE PEACOK,PAIL,1260000,,ACTIVE,INSERTED
797,MAT-CSV-00797,,CAT FTALIT MERAH,KG,84000,,ACTIVE,INSERTED
798,MAT-CSV-00798,,THINNER KW1,JRGN,380000,,ACTIVE,INSERTED
799,MAT-CSV-00799,,KABEL TRAY TYPE U ELEKTRO GALVANIS,SET,705000,SURYA INDAH ABADI,ACTIVE,INSERTED
800,MAT-CSV-00800,,200X50 COVER + JOINT,Pcs,0,,ACTIVE,INSERTED
801,MAT-CSV-00801,,IR TRAY 200X50 TCOVER + JOINT,SET,308000,,ACTIVE,INSERTED
802,MAT-CSV-00802,,OR TRAY 200X50 TCOVER + JOINT,SET,327000,,ACTIVE,INSERTED
803,MAT-CSV-00803,,ELBOW TRAY 2000X50 TCOVER + JOINT,SET,447000,,ACTIVE,INSERTED
804,MAT-CSV-00804,,COVER CLAMP TRAY 200X50,SET,70000,,ACTIVE,INSERTED
805,MAT-CSV-00805,,KABEL TRAY TIPE U ELEKTRO GALVANIS,SET,286000,,ACTIVE,INSERTED
806,MAT-CSV-00806,,100X50 + JOINT,Pcs,0,,ACTIVE,INSERTED
807,MAT-CSV-00807,,IR TRAY 100X50 + JOINT,SET,167000,,ACTIVE,INSERTED
808,MAT-CSV-00808,,OR TRAY 100X50 + JOINT,SET,161000,,ACTIVE,INSERTED
809,MAT-CSV-00809,,ELBOW TRAY 100X50 + JOINT,SET,212000,,ACTIVE,INSERTED
810,MAT-CSV-00810,,ALAT PENARIK KABEL NILON SMOL,ROLL,200000,,ACTIVE,INSERTED
811,MAT-CSV-00811,,"ALAT TEKUK BENDING PIPA 1/2"",2"", HIDRAULIC PIPE",UNIT,3900000,,ACTIVE,INSERTED
812,MAT-CSV-00812,,DINABOLT M8,SET,5000,,ACTIVE,INSERTED
813,MAT-CSV-00813,,DINABOLT M10,SET,6000,,ACTIVE,INSERTED
814,MAT-CSV-00814,,MATA BOR BETON M8,PCS,45000,,ACTIVE,INSERTED
815,MAT-CSV-00815,,MATA BOR BETON M10,PCS,55000,,ACTIVE,INSERTED
816,MAT-CSV-00816,,ONGKIR,LOT,900000,,ACTIVE,INSERTED
817,MAT-CSV-00817,,MUR,pcs,1000,,ACTIVE,INSERTED
818,MAT-CSV-00818,,"KLEM UNISTRAS 1/2""",PCS,6000,SURYA AGUNG  CILEGON,ACTIVE,INSERTED
819,MAT-CSV-00819,,SKUN RING 2-8,PAKET,100000,,ACTIVE,INSERTED
820,MAT-CSV-00820,,"VYNIL CAP 2,5 MK 11 @30",M,400,,ACTIVE,INSERTED
821,MAT-CSV-00821,,SPIRAL CABLE KS6,M,25000,,ACTIVE,INSERTED
822,MAT-CSV-00822,,"KABEL NYAF 1X1,5 JEMBO",ROLL,450000,,ACTIVE,INSERTED
823,MAT-CSV-00823,,DOUBLE RACHET 17X19,PCS,135000,,ACTIVE,INSERTED
824,MAT-CSV-00824,,MINI AIR CONTROL UNIT DOUBLE TKR,PCS,206000,,ACTIVE,INSERTED
825,MAT-CSV-00825,,SELANG PU 8MM AAT,M,6000,,ACTIVE,INSERTED
826,MAT-CSV-00826,,"FLASHBACK ARRESTOR OXY,LPG REGULATOR",PCS,70000,,ACTIVE,INSERTED
827,MAT-CSV-00827,,KUSEN INKALUM / OPENBACK,Unit,1400000,DAIS ALUMUNIUM,ACTIVE,INSERTED
828,MAT-CSV-00828,,KACA 5MM,Pcs,0,,ACTIVE,INSERTED
829,MAT-CSV-00829,,REL JENDELA SLIDING,Pcs,0,,ACTIVE,INSERTED
830,MAT-CSV-00830,,DAUN JENDELA 9055,Pcs,0,,ACTIVE,INSERTED
831,MAT-CSV-00831,,KARET,Pcs,0,,ACTIVE,INSERTED
832,MAT-CSV-00832,,SILICON,Pcs,0,,ACTIVE,INSERTED
833,MAT-CSV-00833,,"Jendela Alumunium Frame 4"" Kaca 5mm Slide",Pcs,0,,ACTIVE,INSERTED
834,MAT-CSV-00834,,KUSEN INKALUM / OPENBACK,Unit,3600000,,ACTIVE,INSERTED
835,MAT-CSV-00835,,BAHAN DAUN PINTU,Pcs,0,,ACTIVE,INSERTED
836,MAT-CSV-00836,,KACA 5MM,Pcs,0,,ACTIVE,INSERTED
837,MAT-CSV-00837,,PEGANGAN PINTU HANDLE,Pcs,0,,ACTIVE,INSERTED
838,MAT-CSV-00838,,KARET,Pcs,0,,ACTIVE,INSERTED
839,MAT-CSV-00839,,ENGSEL,Pcs,0,,ACTIVE,INSERTED
840,MAT-CSV-00840,,READY MIX K-300,M3,860000,JAYAMIX,ACTIVE,INSERTED
841,MAT-CSV-00841,,CONCRETE PUMP,UNIT,3500000,,ACTIVE,INSERTED
842,MAT-CSV-00842,,REL ATAS BESAR 4M,BATANG,395000,RIA JAYA,ACTIVE,INSERTED
843,MAT-CSV-00843,,REL BAWAH 4M,BATANG,115000,,ACTIVE,INSERTED
844,MAT-CSV-00844,,RODA ATAS BESAR,PCS,37500,,ACTIVE,INSERTED
845,MAT-CSV-00845,,RODA BAWAH,PCS,22500,,ACTIVE,INSERTED
846,MAT-CSV-00846,,"SDD (AW) 1"" X 3/4""",PCS,4000,PD MUTIARA INDAH,ACTIVE,INSERTED
847,MAT-CSV-00847,,"SOCKET (AW) 1""",PCS,5000,,ACTIVE,INSERTED
848,MAT-CSV-00848,,LAMPU PHILIPS 36W,BATANG,25000,,ACTIVE,INSERTED
849,MAT-CSV-00849,,"NYM ETERNA 2X1,5X50M",ROLL,495000,,ACTIVE,INSERTED
850,MAT-CSV-00850,,SPIRAL KABEL K-6,PACK,12000,,ACTIVE,INSERTED
851,MAT-CSV-00851,,KABEL TIES 250,PACK,25000,,ACTIVE,INSERTED
852,MAT-CSV-00852,,"SIKU TUKANG 10""",PCS,57500,,ACTIVE,INSERTED
853,MAT-CSV-00853,,"WATERPAS TJAPMATA 12""",PCS,85000,,ACTIVE,INSERTED
854,MAT-CSV-00854,,ELECTRIC TAPE NITTO,PCS,10000,,ACTIVE,INSERTED
855,MAT-CSV-00855,,TEE KABEL LISTRIK P 20MM,PCS,6000,,ACTIVE,INSERTED
856,MAT-CSV-00856,,ELBOW KABEL LISTRIK P 20MM,PCS,6000,,ACTIVE,INSERTED
857,MAT-CSV-00857,,SOCK FITTING KABEL 20MM,PCS,1000,,ACTIVE,INSERTED
858,MAT-CSV-00858,,SPIRAL KABEL K-24,ROLL,65000,,ACTIVE,INSERTED
859,MAT-CSV-00859,,SEALTAPE ONDA KECIL,PCS,5000,,ACTIVE,INSERTED
860,MAT-CSV-00860,,KUNCI RACHET WIPRO,PCS,135000,,ACTIVE,INSERTED
861,MAT-CSV-00861,,MATA BOR BESI 8MM,PCS,35000,,ACTIVE,INSERTED
862,MAT-CSV-00862,,"METERAN 7,5",PCS,35000,,ACTIVE,INSERTED
863,MAT-CSV-00863,,FISCHER S8,PCS,8000,,ACTIVE,INSERTED
864,MAT-CSV-00864,,"SKRUP ISP 2 1/2""",PACK,32000,,ACTIVE,INSERTED
865,MAT-CSV-00865,,MATA BOR NACHI 2MM,PCS,20000,,ACTIVE,INSERTED
866,MAT-CSV-00866,,SELANG FLEKSIBEL CONDUIT,ROLL,165000,,ACTIVE,INSERTED
867,MAT-CSV-00867,,LEM ISARPLAS PVC,KALENG,65000,,ACTIVE,INSERTED
868,MAT-CSV-00868,,PIPA CONDUIT BOSCH 20MM,BATANG,17000,,ACTIVE,INSERTED
869,MAT-CSV-00869,,SEMEN,SAK,44000,,ACTIVE,INSERTED
870,MAT-CSV-00870,,"PVC 2"" AW",PCS,70000,,ACTIVE,INSERTED
871,MAT-CSV-00871,,"ELBOW 2""",PCS,10000,,ACTIVE,INSERTED
872,MAT-CSV-00872,,LEM ISARPLAS PVC,KALENG,65000,,ACTIVE,INSERTED
873,MAT-CSV-00873,,LAKBAN HITAM TEBAL,PCS,15000,,ACTIVE,INSERTED
874,MAT-CSV-00874,,BUTTERFLY VALVE,UNIT,8750000,PD HARAPAN PERSADA,ACTIVE,INSERTED
875,MAT-CSV-00875,,KAMIZAWA,Pcs,0,,ACTIVE,INSERTED
876,MAT-CSV-00876,,DISC : PTFE,Pcs,0,,ACTIVE,INSERTED
877,MAT-CSV-00877,,SEAT : PTFE,Pcs,0,,ACTIVE,INSERTED
878,MAT-CSV-00878,,BODY : DUCTILE IRON,Pcs,0,,ACTIVE,INSERTED
879,MAT-CSV-00879,,C/W : DOUBLE ACTING ACTUATOR KPZ SERIES,Pcs,0,,ACTIVE,INSERTED
880,MAT-CSV-00880,,ACCESSORIES : SOLENOID VALVE PG 220VAC,Pcs,0,,ACTIVE,INSERTED
881,MAT-CSV-00881,,25VDC,Pcs,0,,ACTIVE,INSERTED
882,MAT-CSV-00882,,"SIZE : 4""",Pcs,0,,ACTIVE,INSERTED
883,MAT-CSV-00883,,LAMPU TOWER 3 WARNA + BUZZER,PCS,300000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
884,MAT-CSV-00884,,MCB IP 6A SCHNEIDER,PCS,65000,,ACTIVE,INSERTED
885,MAT-CSV-00885,,"YSLY 4X1,5MM",METER,21000,,ACTIVE,INSERTED
886,MAT-CSV-00886,,YSLY 3X1MM,METER,15000,,ACTIVE,INSERTED
887,MAT-CSV-00887,,"NYY 4X2,5",METER,31000,,ACTIVE,INSERTED
888,MAT-CSV-00888,,SHM ELECTROMAGNETIC FLOWMETER,UNIT,21996000,ONE ELECTRICAL,ACTIVE,INSERTED
889,MAT-CSV-00889,,SHM FLANGE MOUNTED DIFFRENTIAL PRESSURE,UNIT,14500000,,ACTIVE,INSERTED
890,MAT-CSV-00890,,ANCHOR NUT 19 X 300,PCS,35280,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
891,MAT-CSV-00891,,"SDS FLAT 12 X 3,2",BOX,146145,,ACTIVE,INSERTED
892,MAT-CSV-00892,,BOLT NUT M22 X 90,PCS,82700,,ACTIVE,INSERTED
893,MAT-CSV-00893,,KLEM UNISBAD 3/4,PCS,7500,SURYA AGUNG  CILEGON,ACTIVE,INSERTED
894,MAT-CSV-00894,,EXPANDED 3035 4'X8' 3MM,LEMBAR,550000,ANUGRAH INDO BAJA,ACTIVE,INSERTED
895,MAT-CSV-00895,,PLAT HITAM 10MM X 1200 X 2400,LEMBAR,4199500,,ACTIVE,INSERTED
896,MAT-CSV-00896,,"TIRAI PVC, CLEAR/BENING, 2mm x 20cm x 50m",ROLL,800000,BUDI JAYA MAKMUR,ACTIVE,INSERTED
897,MAT-CSV-00897,,KAP LAMPU 2X36 LED,SET,450000,SURYA AGUNG  CILEGON,ACTIVE,INSERTED
898,MAT-CSV-00898,,"CONNECTOR FLEXIBLE 1/2"" PIPE E",PCS,17500,,ACTIVE,INSERTED
899,MAT-CSV-00899,,COUPLING PIPE E19,PCS,10000,,ACTIVE,INSERTED
900,MAT-CSV-00900,,"FLEXIBLE CONDUIT 1/2"" x 50m",ROLLL,575000,,ACTIVE,INSERTED
901,MAT-CSV-00901,,"CONNECTOR FLEXIBLE 1/2"" PIPE E",PCS,17500,,ACTIVE,INSERTED
902,MAT-CSV-00902,,BOX PANEL 90 X 80 X 40,PCS,2800000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
903,MAT-CSV-00903,,"TYPE PRESTENDING, CREAM",Pcs,0,,ACTIVE,INSERTED
904,MAT-CSV-00904,,"MCCB 4P, 100A",PCS,1435000,,ACTIVE,INSERTED
905,MAT-CSV-00905,,POWER METER PM5330,PCS,4750000,,ACTIVE,INSERTED
906,MAT-CSV-00906,,"GAE, CT 50/5A",PCS,295000,,ACTIVE,INSERTED
907,MAT-CSV-00907,,"SCHNEIDER PILOT LAMP D22, 220VAC MERAH",PCS,45000,,ACTIVE,INSERTED
908,MAT-CSV-00908,,"SCHNEIDER PILOT LAMP D22, 220VAC KUNING",PCS,45000,,ACTIVE,INSERTED
909,MAT-CSV-00909,,"SCHNEIDER PILOT LAMP D22, 220VAC BIRU",PCS,45000,,ACTIVE,INSERTED
910,MAT-CSV-00910,,FUSE + RUMAH 2A,SET,20000,,ACTIVE,INSERTED
911,MAT-CSV-00911,,REL MCB,BATANG,20000,,ACTIVE,INSERTED
912,MAT-CSV-00912,,CABLE DUCT 40X40 (45X45),BATANG,50000,,ACTIVE,INSERTED
913,MAT-CSV-00913,,"SKUN Y1,25-3 HITAM",PACK,25000,,ACTIVE,INSERTED
914,MAT-CSV-00914,,"SKUN Y1,25-3 BIRU",PACK,25000,,ACTIVE,INSERTED
915,MAT-CSV-00915,,"NYAF 1,5",METER,3850,,ACTIVE,INSERTED
916,MAT-CSV-00916,,"NYAF 2,5",METER,6500,,ACTIVE,INSERTED
917,MAT-CSV-00917,,TERMINAL BLOCK 4PX4MM,PCS,10000,,ACTIVE,INSERTED
918,MAT-CSV-00918,,"TERMINAL BLOCK 4PX2,5MM",PCS,10000,,ACTIVE,INSERTED
919,MAT-CSV-00919,,"TERMINAL BLOCK 4MX2,5MM",PCS,10000,,ACTIVE,INSERTED
920,MAT-CSV-00920,,"MCB 1P,4A",PCS,75000,,ACTIVE,INSERTED
921,MAT-CSV-00921,,"MCB 1P,10A",PCS,65000,,ACTIVE,INSERTED
922,MAT-CSV-00922,,"MCB 1P,15A",PCS,65000,,ACTIVE,INSERTED
923,MAT-CSV-00923,,"KABEL NYm 3X2,5MM",ROLL,980000,,ACTIVE,INSERTED
924,MAT-CSV-00924,,"KABEL NYm 3X1,5MM",ROLL,680000,,ACTIVE,INSERTED
925,MAT-CSV-00925,,STOP KONTAK BROCO ISI 2 LUBANG IB,SET,35000,,ACTIVE,INSERTED
926,MAT-CSV-00926,,STOP KONTAK BROCO ISI 1 LUBANG IB,SET,17000,,ACTIVE,INSERTED
927,MAT-CSV-00927,,STOP KONTAK AC SCHNEIDER CLIPSAL 1 SET,SET,75000,,ACTIVE,INSERTED
928,MAT-CSV-00928,,KOMPLIT + STEKER INBOW DUS (BOSS),Pcs,0,,ACTIVE,INSERTED
929,MAT-CSV-00929,,SAKLAR DOUBLE IB,SET,27000,,ACTIVE,INSERTED
930,MAT-CSV-00930,,SAKLAR ENGKEL IB,SET,17000,,ACTIVE,INSERTED
931,MAT-CSV-00931,,STOP KONTAK S/K DATA CAT5E INTERNET,SET,75000,,ACTIVE,INSERTED
932,MAT-CSV-00932,,(PANASONIC),Pcs,0,,ACTIVE,INSERTED
933,MAT-CSV-00933,,PIPA CLIPSAL 20 (BOSS),BATANG,17500,,ACTIVE,INSERTED
934,MAT-CSV-00934,,ELBOW CLIPSAL 20 (BOSS),PCS,6500,,ACTIVE,INSERTED
935,MAT-CSV-00935,,SOCKET CLIPSAL 20 (BOSS),PCS,4000,,ACTIVE,INSERTED
936,MAT-CSV-00936,,SIKU 60X60X6,BATANG,421800,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
937,MAT-CSV-00937,,PLAT STRIP 50X6,BATANG,155400,,ACTIVE,INSERTED
938,MAT-CSV-00938,,PLAT BORDESH 4'X8'X4MM,LEMBAR,1665000,,ACTIVE,INSERTED
939,MAT-CSV-00939,,"CNP 150 X 3,2",BATANG,577200,,ACTIVE,INSERTED
940,MAT-CSV-00940,,BESI 16 X 12M,BATANG,213120,,ACTIVE,INSERTED
941,MAT-CSV-00941,,BESI 12 X 12M,BATANG,122100,,ACTIVE,INSERTED
942,MAT-CSV-00942,,FRAME SCAFOLDING SET KONDISI 80% REPAINTING,SET,700000,PCM,ACTIVE,INSERTED
943,MAT-CSV-00943,,ASIBA CATWALK,UNIT,250000,,ACTIVE,INSERTED
944,MAT-CSV-00944,,BOX PANEL 80X60X20CM,PCS,1200000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
945,MAT-CSV-00945,,REL MCB / DIN RAIL ALUMUNIUM,BATANG,25000,,ACTIVE,INSERTED
946,MAT-CSV-00946,,CABLE DUCT 25X25MM,BATANG,35000,,ACTIVE,INSERTED
947,MAT-CSV-00947,,"CABLE NYAF 0,75MM",ROLL,220000,,ACTIVE,INSERTED
948,MAT-CSV-00948,,"CABLE SKUN SVS-1-25-3,5",PACK,25000,,ACTIVE,INSERTED
949,MAT-CSV-00949,,"CABLE SKUN SVS-1-25-3,6",PCS,25000,,ACTIVE,INSERTED
950,MAT-CSV-00950,,"TERMINAL BLOCK 12P X 1,5MM",PCS,15000,,ACTIVE,INSERTED
951,MAT-CSV-00951,,MCB 1P 6A,SET,70000,,ACTIVE,INSERTED
952,MAT-CSV-00952,,CRAMIC FUSE 2A+RUMAH,SET,15000,,ACTIVE,INSERTED
953,MAT-CSV-00953,,"RELAY, 220VAC + SOCKET",SET,65000,,ACTIVE,INSERTED
954,MAT-CSV-00954,,SELECTOR SWITCH AUTO/MAN 22,PCS,175000,,ACTIVE,INSERTED
955,MAT-CSV-00955,,"PILOT LAMP 220VAC 22, BIRU",PCS,45000,,ACTIVE,INSERTED
956,MAT-CSV-00956,,LED TOWER LAMP(WARNING LAMP) RED LIGHT,SET,300000,,ACTIVE,INSERTED
957,MAT-CSV-00957,,"CABLE YSLY-JZ,10G 1MM",METER,35000,,ACTIVE,INSERTED
958,MAT-CSV-00958,,"CABLE YSLY-JZ,2G 1MM",METER,12000,,ACTIVE,INSERTED
959,MAT-CSV-00959,,LIMIT SWITCH TZ-8108 D4V TZ,PCS,250000,,ACTIVE,INSERTED
960,MAT-CSV-00960,,LIMIT SWITCH TZ-8112 TZ8,PCS,250000,,ACTIVE,INSERTED
961,MAT-CSV-00961,,"CLAMP BUAYA 1/2""",PCS,12000,,ACTIVE,INSERTED
962,MAT-CSV-00962,,"PIPA PVC 1/2""",BATANG,17500,,ACTIVE,INSERTED
963,MAT-CSV-00963,,"SOCKET PVC 1/2""",PCS,2000,,ACTIVE,INSERTED
964,MAT-CSV-00964,,"ELBOW PVC1/2""",PCS,6500,,ACTIVE,INSERTED
965,MAT-CSV-00965,,"TE DUS PVC 1/2""",PCS,10000,,ACTIVE,INSERTED
966,MAT-CSV-00966,,SE120EGNB0200,UNIT,5900000,FINETEK AUTOMATION INDONESIA,ACTIVE,INSERTED
967,MAT-CSV-00967,,FINETEK ROTARY PADDLE LEVEL SWITCH,Pcs,0,,ACTIVE,INSERTED
968,MAT-CSV-00968,,FINETEK CODE SE120EGNB0200,Pcs,0,,ACTIVE,INSERTED
969,MAT-CSV-00969,,FINETEK MODEL SEX10000-ABEAKB442C0200,Pcs,0,,ACTIVE,INSERTED
970,MAT-CSV-00970,,SHAFT PROTECTIVE TUBE TYPE,Pcs,0,,ACTIVE,INSERTED
971,MAT-CSV-00971,,VOLTAGE 24 VDC,Pcs,0,,ACTIVE,INSERTED
972,MAT-CSV-00972,,CONNECTION FLANGE 2� INCH JIS 10K,Pcs,0,,ACTIVE,INSERTED
973,MAT-CSV-00973,,"PADDLE B TYPE, 65X80MM",Pcs,0,,ACTIVE,INSERTED
974,MAT-CSV-00974,,PROBE LENGTH 200MM,Pcs,0,,ACTIVE,INSERTED
975,MAT-CSV-00975,,MAX TEMP 70�C,Pcs,0,,ACTIVE,INSERTED
976,MAT-CSV-00976,,OUTPUT SPDT,Pcs,0,,ACTIVE,INSERTED
977,MAT-CSV-00977,,ROTARY SPEED 1 RPM,Pcs,0,,ACTIVE,INSERTED
978,MAT-CSV-00978,,HIAB CRANE 10T,LOT,7000000,TRANSPORTASI,ACTIVE,INSERTED
979,MAT-CSV-00979,,BREZLER SCHNEIDER MCB 3PAS 80A,UNIT,650000,TOKO SEMI,ACTIVE,INSERTED
980,MAT-CSV-00980,,MCB SCHNEIDER 25A,PCS,80000,,ACTIVE,INSERTED
981,MAT-CSV-00981,,"KUNCI INGGRIS 15""",PCS,300000,,ACTIVE,INSERTED
982,MAT-CSV-00982,,ONDA SEALTAPE,PCS,5000,,ACTIVE,INSERTED
983,MAT-CSV-00983,,"METERAN 7,5M",PCS,55000,,ACTIVE,INSERTED
984,MAT-CSV-00984,,KUNCI L SET,UNIT,205192,,ACTIVE,INSERTED
985,MAT-CSV-00985,,REL CONDUIT STRUT KANAL,UNIT,325000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
986,MAT-CSV-00986,,"KLEM STRUT 1/2"" GALVANIS",PCS,6000,,ACTIVE,INSERTED
987,MAT-CSV-00987,,"SOCK POLOS 1/2""",PCS,10000,,ACTIVE,INSERTED
988,MAT-CSV-00988,,"CONECTOR FLEKSIBEL 1/2""",PCS,17500,,ACTIVE,INSERTED
989,MAT-CSV-00989,,"GLAND METAL CONNECTOR CABLE 1/2""",PCS,15000,,ACTIVE,INSERTED
990,MAT-CSV-00990,,SIKU 50X50X5X6 B CS,BATANG,220000,,ACTIVE,INSERTED
991,MAT-CSV-00991,,CAT SILVER ALUMUNIUM/GALVANIS,KG,60000,,ACTIVE,INSERTED
992,MAT-CSV-00992,,"FLEKSIBEL 1/2""",ROLL,500000,,ACTIVE,INSERTED
993,MAT-CSV-00993,,JLD BOR CAS MURAH 2 BATERAI,SET,1465061,SM II SURYA MAJU CILEGON II,ACTIVE,INSERTED
994,MAT-CSV-00994,,CARBON BRUSH MAKITA CB 204A/CB204A,PCS,116972,,ACTIVE,INSERTED
995,MAT-CSV-00995,,SKRUP ROOFING SDS FH8,BOX,143585,,ACTIVE,INSERTED
996,MAT-CSV-00996,,AMPLOP GAJI COKLAT,PACK,19000,,ACTIVE,INSERTED
997,MAT-CSV-00997,,GUNTING BESAR,PCS,14000,,ACTIVE,INSERTED
998,MAT-CSV-00998,,PROPAN METAL CAT SILVER,KG,65000,,ACTIVE,INSERTED
999,MAT-CSV-00999,,PRIMER BLUE,KG,90000,,ACTIVE,INSERTED
1000,MAT-CSV-01000,,KUAS ROLL,KG,15000,,ACTIVE,INSERTED
1001,MAT-CSV-01001,,"KUAS 2""",PCS,12000,,ACTIVE,INSERTED
1002,MAT-CSV-01002,,PRIMA TOP LOGAN LINE,KG,90000,,ACTIVE,INSERTED
1003,MAT-CSV-01003,,"SOCK DRAT 1/2""",PCS,4000,,ACTIVE,INSERTED
1004,MAT-CSV-01004,,"SDD 1/2""",PCS,4000,,ACTIVE,INSERTED
1005,MAT-CSV-01005,,CAT HIJAU,KG,65000,,ACTIVE,INSERTED
1006,MAT-CSV-01006,,BOLT NUT M10X50 GALVANIS,PCS,1450,,ACTIVE,INSERTED
1007,MAT-CSV-01007,,"PIPA SS 304 4"" X 6000",BATANG,6300000,KARSA INTI SEJIWA,ACTIVE,INSERTED
1008,MAT-CSV-01008,,"FLANGE 4"" JIS10K FF",PCS,340000,,ACTIVE,INSERTED
1009,MAT-CSV-01009,,"PIPE NEPEL DOUBLE DRAT  LUAR 1/2"" x 100",PCS,50000,,ACTIVE,INSERTED
1010,MAT-CSV-01010,,"BALL VALVE SANKYO 1""  SS316",PCS,100000,,ACTIVE,INSERTED
1011,MAT-CSV-01011,,ROUND BAR M19 x 1000,BATANG,250000,,ACTIVE,INSERTED
1012,MAT-CSV-01012,,"BLIND FLANGE 1 1/2"" JIS 10K FF",PCS,200000,,ACTIVE,INSERTED
1013,MAT-CSV-01013,,"BLIND FLANGE 1"" JIS 10K FF",PCS,140000,,ACTIVE,INSERTED
1014,MAT-CSV-01014,,"BALL VALVE SANKYO 1/2"" SS316",PCS,70000,,ACTIVE,INSERTED
1015,MAT-CSV-01015,,MPC 08-04,PCS,8000,MANDIRI TEKNO JAYA,ACTIVE,INSERTED
1016,MAT-CSV-01016,,MPC 08-02,PCS,4000,,ACTIVE,INSERTED
1017,MAT-CSV-01017,,MPC 12-04,PCS,9000,,ACTIVE,INSERTED
1018,MAT-CSV-01018,,MPC 12-01,PCS,7500,,ACTIVE,INSERTED
1019,MAT-CSV-01019,,MPCF 08-01,PCS,6000,,ACTIVE,INSERTED
1020,MAT-CSV-01020,,PU TUBE 8X5 HITAM TECHNO,ROLL,390000,,ACTIVE,INSERTED
1021,MAT-CSV-01021,,PU TUBE 12X8 HITAM TECHNO,ROLL,800000,,ACTIVE,INSERTED
1022,MAT-CSV-01022,,"VLOK RING 1"" X 1/2"" SS304 CLASS 160",PCS,32000,,ACTIVE,INSERTED
1023,MAT-CSV-01023,,MPE 12,PCS,6000,,ACTIVE,INSERTED
1024,MAT-CSV-01024,,MPE 08,PCS,4000,,ACTIVE,INSERTED
1025,MAT-CSV-01025,,AS DRAT M12X1000,BATANG,24540,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1026,MAT-CSV-01026,,MUR M12,PCS,715,,ACTIVE,INSERTED
1027,MAT-CSV-01027,,TURNBUCKLE 3/4 (M20),PCS,48000,,ACTIVE,INSERTED
1028,MAT-CSV-01028,,FASTRACK HELM,PCS,25000,,ACTIVE,INSERTED
1029,MAT-CSV-01029,,"KABEL NYY 3X2,5M",M,27500,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1030,MAT-CSV-01030,,KABEL GROUNDING NYA 50mm,M,105000,,ACTIVE,INSERTED
1031,MAT-CSV-01031,,"KABEL GROUNDING NYA 2,5mm",M,7500,,ACTIVE,INSERTED
1032,MAT-CSV-01032,,SKUN KABEL 50-10,PCS,7000,,ACTIVE,INSERTED
1033,MAT-CSV-01033,,"SKUN Y 1,5m",PCS,30000,,ACTIVE,INSERTED
1034,MAT-CSV-01034,,"SKUN RING 2,5m",M,500,,ACTIVE,INSERTED
1035,MAT-CSV-01035,,"KABEL INDUK NYY 4X2,5",M,35000,,ACTIVE,INSERTED
1036,MAT-CSV-01036,,KACA TEMPERED BULAT TAHAN PANAS 130MM 10MM,PCS,513500,SUTAR PACKING,ACTIVE,INSERTED
1037,MAT-CSV-01037,,TEKIRO GREASE GUN POMPA 100CC,PCS,102700,,ACTIVE,INSERTED
1038,MAT-CSV-01038,,"SOCKET COUPLING SDD SS 304 1/4""",PCS,8000,,ACTIVE,INSERTED
1039,MAT-CSV-01039,,"SOCKET COUPLING SSD SS 304 1/8""",PCS,10000,,ACTIVE,INSERTED
1040,MAT-CSV-01040,,"SOCKET COUPLING SSD SS 304 3/8""",PCS,12000,,ACTIVE,INSERTED
1041,MAT-CSV-01041,,"SOCKET COUPLING SDD SS 304 1/4""",PCS,15425,,ACTIVE,INSERTED
1042,MAT-CSV-01042,,NEPEL GREASE BENGKOK 10MM+12MM 45',PCS,9688,,ACTIVE,INSERTED
1043,MAT-CSV-01043,,"NEPEL GREASE 1/2""",PCS,17800,,ACTIVE,INSERTED
1044,MAT-CSV-01044,,NEPEL GREASE 1/4',PCS,15750,,ACTIVE,INSERTED
1045,MAT-CSV-01045,,"FITTING PNEUMATIC SELANG 8MM 1/2""",PCS,13000,,ACTIVE,INSERTED
1046,MAT-CSV-01046,,GREASE STEMPET KUNING,KALENG,38800,,ACTIVE,INSERTED
1047,MAT-CSV-01047,,OLI AGITATOR SHELL OMALA S2GX G320,LITER,106400,,ACTIVE,INSERTED
1048,MAT-CSV-01048,,SIKU 50X50 BC,PCS,215000,TOKO BERKAT,ACTIVE,INSERTED
1049,MAT-CSV-01049,,OKSIGEN,TABUNG,75000,IWAN ARGON,ACTIVE,INSERTED
1050,MAT-CSV-01050,,ARGON,TABUNG,250000,,ACTIVE,INSERTED
1051,MAT-CSV-01051,,LPG,TABUNG,1100000,,ACTIVE,INSERTED
1052,MAT-CSV-01052,,SCAFOLDING PIPE  @4M INCLUDE CLAMP,SET,62000,BASINDO,ACTIVE,INSERTED
1053,MAT-CSV-01053,,TAMBAHAN SCAFOLDING UNTK DONGJIN,Pcs,0,,ACTIVE,INSERTED
1054,MAT-CSV-01054,,1 BULAN,Pcs,0,,ACTIVE,INSERTED
1055,MAT-CSV-01055,,PALU BATU 2LB G. FIBER ATS,PCS,70000,KARYA WARGI,ACTIVE,INSERTED
