NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS,NOTE
284,MAT-CSV-00284,,"SCHNEIDER PUSH BUTTON D22, No, HIJAU",Pcs,50000,,ACTIVE,INSERTED
285,MAT-CSV-00285,,"SCHNEIDER PUSH BUTTON D22, Nc, MERAH",Pcs,50000,,ACTIVE,INSERTED
286,MAT-CSV-00286,,CONTACTOR LC1-D09M7,Pcs,180000,,ACTIVE,INSERTED
287,MAT-CSV-00287,,"DOMAE MCCB 1P, 2A",Pcs,85000,,ACTIVE,INSERTED
288,MAT-CSV-00288,,"DOMAE MCCB 3P, 50A",Pcs,600000,,ACTIVE,INSERTED
289,MAT-CSV-00289,,"FUSE CARRIER 1 KUTUB 10,3 x 38",Pcs,15000,,ACTIVE,INSERTED
290,MAT-CSV-00290,,"FUSE CATRIDGE, GG 10,3 x 38, 5A",Pcs,300000,,ACTIVE,INSERTED
291,MAT-CSV-00291,,LAMPU TL 2x18 WATT LED + KAP,Set,285000,,ACTIVE,INSERTED
292,MAT-CSV-00292,,"KABEL NYYHY 3x1,5",Roll,1400000,,ACTIVE,INSERTED
293,MAT-CSV-00293,,PIPA PVC M20,Batang,17500,,ACTIVE,INSERTED
294,MAT-CSV-00294,,ELBOW PVC M20,pak,130000,,ACTIVE,INSERTED
295,MAT-CSV-00295,,SOCKET PVC M20,pak,130000,,ACTIVE,INSERTED
296,MAT-CSV-00296,,Plat Hitam CS 4'x8x12mm,Lembar,3907250,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
297,MAT-CSV-00297,,Plat Hitam CS 4'x8x25mm,Lembar,8424900,,ACTIVE,INSERTED
298,MAT-CSV-00298,,SIKU 50x50x5x6m,Batang,260850,,ACTIVE,INSERTED
299,MAT-CSV-00299,,Plat Hitam CS 4'x8x12mm,Lembar,3907250,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
300,MAT-CSV-00300,,Plat Hitam CS 4'x8x10mm,Lembar,3230100,,ACTIVE,INSERTED
301,MAT-CSV-00301,,WF 150x75x12m,Batang,2503050,,ACTIVE,INSERTED
302,MAT-CSV-00302,,"CNP 150x50x3,2mm",Batang,549450,,ACTIVE,INSERTED
303,MAT-CSV-00303,,Fire blanket 1mm putih,Roll,1750000,VICTOR TEKNIK MANDIRI,ACTIVE,INSERTED
304,MAT-CSV-00304,,Kapur Besi F-Premium,Pack,14000,,ACTIVE,INSERTED
305,MAT-CSV-00305,,Paint Marker Hitam snowman,Lusin,16500,,ACTIVE,INSERTED
306,MAT-CSV-00306,,Paint Marker Putih snowman,Lusin,16500,,ACTIVE,INSERTED
307,MAT-CSV-00307,,Kabel Las 70mm Superflex (100m),roll,6750000,,ACTIVE,INSERTED
308,MAT-CSV-00308,,Mesin Las Hugong weldmax 251,Unit,4000000,,ACTIVE,INSERTED
309,MAT-CSV-00309,,Stang las kurthaufe 600a,pcs,57500,,ACTIVE,INSERTED
310,MAT-CSV-00310,,Konektor las Male 35-50,pcs,25000,,ACTIVE,INSERTED
311,MAT-CSV-00311,,"Meteran 7,5m",pcs,45000,,ACTIVE,INSERTED
312,MAT-CSV-00312,,Siku tukang kecil,pcs,45000,,ACTIVE,INSERTED
313,MAT-CSV-00313,,Siku tukang besar,pcs,85000,,ACTIVE,INSERTED
314,MAT-CSV-00314,,Kunci inggris 6,pcs,44000,,ACTIVE,INSERTED
315,MAT-CSV-00315,,Kunci - Kunci set,set,583000,,ACTIVE,INSERTED
316,MAT-CSV-00316,,"Cutting Disc 4""x1.2mm Merk WD",pcs,3500,,ACTIVE,INSERTED
317,MAT-CSV-00317,,Kunci L tekiro,set,112000,,ACTIVE,INSERTED
318,MAT-CSV-00318,,Spray gun meiji tangki bawah,set,245000,,ACTIVE,INSERTED
319,MAT-CSV-00319,,Panel Meter MT4W-DA-4N,pcs,581081,SAHABAT JAYA BERSAMA,ACTIVE,INSERTED
320,MAT-CSV-00320,,Indicator KN1000-B,pcs,1855856,,ACTIVE,INSERTED
321,MAT-CSV-00321,,"P2 - Pintu 2500 x 980 Frame 4"", Kaca 5mm",Unit,2800000,DAIS ALUMUNIUM,ACTIVE,INSERTED
322,MAT-CSV-00322,,"J2 - Jendela 1650 x 900 Frame 4"", Kaca 5mm",Unit,1400000,,ACTIVE,INSERTED
323,MAT-CSV-00323,,"J1 - Jendela 1650 x 1800, Frame 4"", Kaca 5mm,",Unit,2200000,,ACTIVE,INSERTED
324,MAT-CSV-00324,,"Pintu site 1 Alumunium Frame 4"" Kaca 5mm",Unit,2800000,,ACTIVE,INSERTED
325,MAT-CSV-00325,,"Jendela Alumunium Frame 4"" Kaca 5mm Slide",Unit,2200000,,ACTIVE,INSERTED
326,MAT-CSV-00326,,Concrete K-250,m3,910000,PT KEMBAR HARAPAN JAYA,ACTIVE,INSERTED
327,MAT-CSV-00327,,Kawat nyamuk,m,10000,PD MUTIARA INDAH,ACTIVE,INSERTED
328,MAT-CSV-00328,,Spray gun,pcs,150000,,ACTIVE,INSERTED
329,MAT-CSV-00329,,Majun warna,kg,10000,,ACTIVE,INSERTED
330,MAT-CSV-00330,,Nachi Mata bor 2mm,pcs,20000,,ACTIVE,INSERTED
331,MAT-CSV-00331,,Nachi Mata bor 3mm,pcs,20000,,ACTIVE,INSERTED
332,MAT-CSV-00332,,Gunting Bajaringan,pcs,45000,,ACTIVE,INSERTED
333,MAT-CSV-00333,,Tang Kombinasi,pcs,55000,,ACTIVE,INSERTED
334,MAT-CSV-00334,,Tang Potong,pcs,52500,,ACTIVE,INSERTED
335,MAT-CSV-00335,,Mata obeng,pcs,75000,,ACTIVE,INSERTED
336,MAT-CSV-00336,,Roofing 12x75,box,173750,PD PANJI RIMBA TEKNIK,ACTIVE,INSERTED
337,MAT-CSV-00337,,Asdrat 8x1 Galv,btg,11075,,ACTIVE,INSERTED
338,MAT-CSV-00338,,Nut galv M8,pcs,210,,ACTIVE,INSERTED
339,MAT-CSV-00339,,Bolt Nut galv M8x25,pcs,605,,ACTIVE,INSERTED
340,MAT-CSV-00340,,Roofing 12x25,box,173750,,ACTIVE,INSERTED
341,MAT-CSV-00341,,"Reducer Concentric sus304 sch 40 1""x1/2"" welded",pcs,41000,CILEGON JAYA SUPLINDO,ACTIVE,INSERTED
342,MAT-CSV-00342,,"Elbow 90 sus304 sch 40 1"" welded",pcs,51000,,ACTIVE,INSERTED
343,MAT-CSV-00343,,Mata obeng ph262mm blackfoot,pcs,10000,,ACTIVE,INSERTED
344,MAT-CSV-00344,,"Skrup Gypsum 6x1,4",box,65000,,ACTIVE,INSERTED
345,MAT-CSV-00345,,"Ballvalve 1"" ss316 1000wg",pcs,100000,KARYA TEKNIK MANDIRI,ACTIVE,INSERTED
346,MAT-CSV-00346,,BM ss304 16x40,pcs,28000,KRAKATAU MOTOPARTS CILEGON,ACTIVE,INSERTED
347,MAT-CSV-00347,,I ss304 10x40,pcs,11000,,ACTIVE,INSERTED
348,MAT-CSV-00348,,"Pipa Nepel 1/4"" x 100 sch 40 CS",pcs,20000,,ACTIVE,INSERTED
349,MAT-CSV-00349,,"Pipa Nepel 3/8"" x 100 sch 40 CS",pcs,22000,,ACTIVE,INSERTED
350,MAT-CSV-00350,,Baut Kuning 12x75,pcs,3500,,ACTIVE,INSERTED
351,MAT-CSV-00351,,Baut Kuning 12x100,pcs,4500,,ACTIVE,INSERTED
352,MAT-CSV-00352,,As kotak Stainless,batang,107000,,ACTIVE,INSERTED
353,MAT-CSV-00353,,Nepel greas 1/4 stainless,pcs,18700,,ACTIVE,INSERTED
354,MAT-CSV-00354,,"Socket drat dalam stainless 1/4""",pcs,9880,,ACTIVE,INSERTED
355,MAT-CSV-00355,,"Pipa Nepel 1/4"" x 100 sch 40 ss304",pcs,9880,,ACTIVE,INSERTED
356,MAT-CSV-00356,,"Flange 4"" Bubut Sightglass",pcs,100000,,ACTIVE,INSERTED
357,MAT-CSV-00357,,Box Panel Outdoor Double Door,Unit,16500000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
358,MAT-CSV-00358,,ss 1800x800x600 (sesuai contoh),Pcs,0,,ACTIVE,INSERTED
359,MAT-CSV-00359,,Box Panel Outdoor Double Door,Unit,14000000,,ACTIVE,INSERTED
360,MAT-CSV-00360,,ss 1000x800x600 (sesuai contoh),Pcs,0,,ACTIVE,INSERTED
361,MAT-CSV-00361,,Inverter 2.2KW,Pcs,7875000,,ACTIVE,INSERTED
362,MAT-CSV-00362,,Teco A510,Pcs,0,,ACTIVE,INSERTED
363,MAT-CSV-00363,,Fire blanket 1mm putih,Roll,1750000,VICTOR TEKNIK MANDIRI,ACTIVE,INSERTED
364,MAT-CSV-00364,,Kapur Besi F-Premium,Pack,14000,,ACTIVE,INSERTED
365,MAT-CSV-00365,,Paint Marker Hitam snowman,pcs,16500,,ACTIVE,INSERTED
366,MAT-CSV-00366,,Paint Marker Putih snowman,pcs,16500,,ACTIVE,INSERTED
367,MAT-CSV-00367,,Kabel Las 70mm Superflex (100m),roll,6750000,,ACTIVE,INSERTED
368,MAT-CSV-00368,,Mesin Las Hugong weldmax 251,Unit,4000000,,ACTIVE,INSERTED
369,MAT-CSV-00369,,Stang las kurthaufe 600a,pcs,57500,,ACTIVE,INSERTED
370,MAT-CSV-00370,,Konektor las Male 35-50,pcs,25000,,ACTIVE,INSERTED
371,MAT-CSV-00371,,"Meteran 7,5m",pcs,45000,,ACTIVE,INSERTED
372,MAT-CSV-00372,,Siku tukang kecil,pcs,45000,,ACTIVE,INSERTED
373,MAT-CSV-00373,,Siku tukang besar,pcs,85000,,ACTIVE,INSERTED
374,MAT-CSV-00374,,Kunci inggris 6,pcs,44000,,ACTIVE,INSERTED
375,MAT-CSV-00375,,Kunci - Kunci set,set,583000,,ACTIVE,INSERTED
376,MAT-CSV-00376,,"Cutting Disc 4""x1.2mm Merk WD",pcs,3500,,ACTIVE,INSERTED
377,MAT-CSV-00377,,Kunci L tekiro,set,112000,,ACTIVE,INSERTED
378,MAT-CSV-00378,,Spray gun meiji tangki bawah,set,245000,,ACTIVE,INSERTED
379,MAT-CSV-00379,,"Pipa Nepel 1"" sch 20 Panjang 20cm",pcs,65000,,ACTIVE,INSERTED
380,MAT-CSV-00380,,argon wg,Tabung,250000,IWAN ARGON,ACTIVE,INSERTED
381,MAT-CSV-00381,,Oksigen,Tabung,75000,,ACTIVE,INSERTED
382,MAT-CSV-00382,,Indikator KN-1400B Output,Unit,2025226,SAHABAT JAYA BERSAMA,ACTIVE,INSERTED
383,MAT-CSV-00383,,"PNEUMATIC BALL VALVE ""MDT""",Unit,5500000,PD HARAPAN PERSADA,ACTIVE,INSERTED
384,MAT-CSV-00384,,"2""",Pcs,0,,ACTIVE,INSERTED
385,MAT-CSV-00385,,BODY : SS 304,Pcs,0,,ACTIVE,INSERTED
386,MAT-CSV-00386,,BALL & STEM : SS 304,Pcs,0,,ACTIVE,INSERTED
387,MAT-CSV-00387,,SEAT : PTFE,Pcs,0,,ACTIVE,INSERTED
388,MAT-CSV-00388,,"C/W : DOUBLE ACTING ACTUATOR ""KP"" SERIES",Pcs,0,,ACTIVE,INSERTED
389,MAT-CSV-00389,,AND SOLENOID VALVE NAMUR 220 VAC,Pcs,0,,ACTIVE,INSERTED
390,MAT-CSV-00390,,"PNEUMATIC CONTROL GLOBE VALVE ""CONFLOW""",Unit,25650000,,ACTIVE,INSERTED
391,MAT-CSV-00391,,BODY : CAST IRON,Pcs,0,,ACTIVE,INSERTED
392,MAT-CSV-00392,,BONNET : STANDARD TYPE,Pcs,0,,ACTIVE,INSERTED
393,MAT-CSV-00393,,TRIM : SS 316,Pcs,0,,ACTIVE,INSERTED
394,MAT-CSV-00394,,PLUG-CHARATERISTIC : LINEAR,Pcs,0,,ACTIVE,INSERTED
395,MAT-CSV-00395,,PACKING : PTFE 85% + GRAPHITE 15%,Pcs,0,,ACTIVE,INSERTED
396,MAT-CSV-00396,,END STD : FLANGE DIN PN 16 RF,Pcs,0,,ACTIVE,INSERTED
397,MAT-CSV-00397,,"ACTUATOR : DIAPHRAGM, SPRING RETURN,",Pcs,0,,ACTIVE,INSERTED
398,MAT-CSV-00398,,"FAIL CLOSE,",Pcs,0,,ACTIVE,INSERTED
399,MAT-CSV-00399,,"C/W : POSITIONER, LINEAR TYPE",Pcs,0,,ACTIVE,INSERTED
400,MAT-CSV-00400,,FILTER REGULATOR,Pcs,0,,ACTIVE,INSERTED
401,MAT-CSV-00401,,"PNEUMATIC CONTROL GLOBE VALVE ""CONFLOW""",Unit,38700000,,ACTIVE,INSERTED
402,MAT-CSV-00402,,"2""",Pcs,0,,ACTIVE,INSERTED
403,MAT-CSV-00403,,BODY : 14408,Pcs,0,,ACTIVE,INSERTED
404,MAT-CSV-00404,,BONNET : STANDARD TYPE,Pcs,0,,ACTIVE,INSERTED
405,MAT-CSV-00405,,TRIM : SS 316,Pcs,0,,ACTIVE,INSERTED
406,MAT-CSV-00406,,PLUG-CHARATERISTIC : LINEAR,Pcs,0,,ACTIVE,INSERTED
407,MAT-CSV-00407,,PACKING : PTFE 85% + GRAPHITE 15%,Pcs,0,,ACTIVE,INSERTED
408,MAT-CSV-00408,,END STD : FLANGE DIN PN 16 RF,Pcs,0,,ACTIVE,INSERTED
409,MAT-CSV-00409,,"ACTUATOR : DIAPHRAGM, SPRING RETURN,",Pcs,0,,ACTIVE,INSERTED
410,MAT-CSV-00410,,"C/W : POSITIONER, LINEAR TYPE",Pcs,0,,ACTIVE,INSERTED
411,MAT-CSV-00411,,FILTER REGULATOR,Pcs,0,,ACTIVE,INSERTED
412,MAT-CSV-00412,,"1"" (SAME AS ABOVE)",Unit,28080000,,ACTIVE,INSERTED
413,MAT-CSV-00413,,PLAFON PVC 6m x 20cm,Lembar,66000,INDOMEGA ALUMUNIUM,ACTIVE,INSERTED
414,MAT-CSV-00414,,LIST PVC LM 016,Batang,44000,,ACTIVE,INSERTED
415,MAT-CSV-00415,,SILICONE PUTIH,Botol,24500,,ACTIVE,INSERTED
416,MAT-CSV-00416,,ELBOW CS HITAM,PCS,18000,MUTIARA INDAH,ACTIVE,INSERTED
417,MAT-CSV-00417,,VINILEX V 300 CAT PUTIH,PAIL,850000,,ACTIVE,INSERTED
418,MAT-CSV-00418,,SIKA GROUT 215 25KG,SAK,116000,,ACTIVE,INSERTED
419,MAT-CSV-00419,,COMPOUND 40KG,SAK,63000,,ACTIVE,INSERTED
420,MAT-CSV-00420,,FIBERGLASS TAPE,PCS,15000,,ACTIVE,INSERTED
421,MAT-CSV-00421,,SILICONE SEALENT,PCS,22000,,ACTIVE,INSERTED
422,MAT-CSV-00422,,"KUAS CAT ETERNA 3""",PCS,12500,,ACTIVE,INSERTED
423,MAT-CSV-00423,,"ROLL CAT 9""",PCS,40000,,ACTIVE,INSERTED
424,MAT-CSV-00424,,"ISI ROLL CAT 9""",PCS,18000,,ACTIVE,INSERTED
425,MAT-CSV-00425,,KAPE PVC,PCS,7000,,ACTIVE,INSERTED
426,MAT-CSV-00426,,BAUT SDS 4CM,BOX,175000,,ACTIVE,INSERTED
427,MAT-CSV-00427,,BOLT NUT GALVANIS 16x55,PCS,4160,PD PANJI RIMBA TEKNIK,ACTIVE,INSERTED
428,MAT-CSV-00428,,BOLT NUT GALVANIS 18x65,PCS,7705,,ACTIVE,INSERTED
429,MAT-CSV-00429,,BOLT NUT SS 304 14x55,PCS,18955,,ACTIVE,INSERTED
430,MAT-CSV-00430,,BOLT NUT SS 304 16x50,PCS,22640,,ACTIVE,INSERTED
431,MAT-CSV-00431,,"SDS T4 H 8x32""",PCS,230,,ACTIVE,INSERTED
432,MAT-CSV-00432,,BOLT NUT SS 304 16x100,PCS,43500,,ACTIVE,INSERTED
433,MAT-CSV-00433,,BOLT NUT SS 304 12x100,PCS,23500,,ACTIVE,INSERTED
434,MAT-CSV-00434,,FITTING ANGIN NEPEL CONECTOR 3/8 8MM KB34,PCS,4160,PD PNEUMATIC HARDWARE,ACTIVE,INSERTED
435,MAT-CSV-00435,,NEPEL GREASE 1/4 NPT 45,PCS,7705,,ACTIVE,INSERTED
436,MAT-CSV-00436,,SOCKET STAINLESS 304 3/8,PCS,18955,,ACTIVE,INSERTED
437,MAT-CSV-00437,,H-BEAM 350x12,Batang,31834800,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
438,MAT-CSV-00438,,H-BEAM 350x12,Batang,31834800,,ACTIVE,INSERTED
439,MAT-CSV-00439,,H-BEAM 300x12,Batang,21955800,,ACTIVE,INSERTED
440,MAT-CSV-00440,,H-BEAM 100x12,Batang,3330000,,ACTIVE,INSERTED
441,MAT-CSV-00441,,WF 400x200x8x13x12,Batang,14696400,,ACTIVE,INSERTED
442,MAT-CSV-00442,,WF 300x150x6x9x12,Batang,7714500,,ACTIVE,INSERTED
443,MAT-CSV-00443,,WF 250x125x6x9x12,Batang,5738700,,ACTIVE,INSERTED
444,MAT-CSV-00444,,WF 250x125x6x9x12,Batang,5738700,,ACTIVE,INSERTED
445,MAT-CSV-00445,,WF 250x125x6x9x12,Batang,5738700,,ACTIVE,INSERTED
446,MAT-CSV-00446,,WF 150x75x5x12,Batang,2430900,,ACTIVE,INSERTED
447,MAT-CSV-00447,,"Elbow 90 sus304 sch 40 1"" welded",pcs,55000,CILEGON JAYA SUPLINDO,ACTIVE,INSERTED
448,MAT-CSV-00448,,"Elbow 45 sus304 sch 40 1"" welded",pcs,73850,,ACTIVE,INSERTED
449,MAT-CSV-00449,,Mur m16 ss 304,pcs,7200,,ACTIVE,INSERTED
450,MAT-CSV-00450,,"AMPLAS VELCRO TEMPEL 4"" GRIT 1200",pcs,3300,MARKETPLACE TOKOPEDIA,ACTIVE,INSERTED
451,MAT-CSV-00451,,"AMPLAS VELCRO TEMPEL 4"" GRIT 60",pcs,750,,ACTIVE,INSERTED
452,MAT-CSV-00452,,"TATAKAN AMPLAS VELCRO 4"" PAD M10",pcs,5850,,ACTIVE,INSERTED
453,MAT-CSV-00453,,LMRS T-DUS 20mm 3 & 4 PUTIH,pcs,2500,,ACTIVE,INSERTED
454,MAT-CSV-00454,,PLAT KAPAL 5'x20'x 6mm CS,Lembar,6789000,MEGA BAJA BALARAJA,ACTIVE,INSERTED
455,MAT-CSV-00455,,"PIPA HITAM 3""x2,0mm CS",Batang,545000,,ACTIVE,INSERTED
456,MAT-CSV-00456,,SIKU 50x5x6m CS,Batang,330000,,ACTIVE,INSERTED
457,MAT-CSV-00457,,"PNEUMATIC CONTROL GLOBE VALVE ""CONFLOW"" 2�""",Unit,39000000,PD HARAPAN PERSADA,ACTIVE,INSERTED
458,MAT-CSV-00458,,BODY : CAST IRON,Pcs,0,,ACTIVE,INSERTED
459,MAT-CSV-00459,,BONNET : STANDARD TYPE,Pcs,0,,ACTIVE,INSERTED
460,MAT-CSV-00460,,TRIM : SS 316,Pcs,0,,ACTIVE,INSERTED
461,MAT-CSV-00461,,PLUG-CHARATERISTIC : LINEAR,Pcs,0,,ACTIVE,INSERTED
462,MAT-CSV-00462,,PACKING : PTFE 85% + GRAPHITE 15%,Pcs,0,,ACTIVE,INSERTED
463,MAT-CSV-00463,,END STD : FLANGE DIN PN 16 RF,Pcs,0,,ACTIVE,INSERTED
464,MAT-CSV-00464,,"ACTUATOR : DIAPHRAGM, SPRING RETURN,",Pcs,0,,ACTIVE,INSERTED
465,MAT-CSV-00465,,"FAIL CLOSE,",Pcs,0,,ACTIVE,INSERTED
466,MAT-CSV-00466,,"C/W : POSITIONER, LINEAR TYPE",Pcs,0,,ACTIVE,INSERTED
467,MAT-CSV-00467,,FILTER REGULATOR,Pcs,0,,ACTIVE,INSERTED
468,MAT-CSV-00468,,PROX SENSOR PRCMT12-400 DC NO 2 WHITE,Unit,168469,SAHABAT JAYA BERSAMA,ACTIVE,INSERTED
469,MAT-CSV-00469,,CONNECTOR CABLE CID2-2 4Pin 2WIRE 2M,Unit,70270,,ACTIVE,INSERTED
470,MAT-CSV-00470,,BRAND : AUTONICS,Pcs,0,,ACTIVE,INSERTED
471,MAT-CSV-00471,,SIKU 50x50x5x6m,Batang,266400,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
472,MAT-CSV-00472,,DRYWAL 6 x 1,Pcs,60,CILEGON CENTRAL BAUT,ACTIVE,INSERTED
473,MAT-CSV-00473,,SDF JF 10 x 1,Pcs,300,,ACTIVE,INSERTED
474,MAT-CSV-00474,,KUNCI RACHET 17 x 19,Pcs,135000,PD MUTIARA INDAH,ACTIVE,INSERTED
475,MAT-CSV-00475,,MATA ROOFING MAGNET TOMECO,Pcs,13000,,ACTIVE,INSERTED
476,MAT-CSV-00476,,"NYAF KITANI 1 x 1,5mm 50m",Roll,170000,,ACTIVE,INSERTED
477,MAT-CSV-00477,,KABEL TIES 20CM,Pcs,15000,,ACTIVE,INSERTED
478,MAT-CSV-00478,,BOR BATERAI,Unit,500000,,ACTIVE,INSERTED
479,MAT-CSV-00479,,MOBLIE CRANE 25T,shift,6000000,PT KEMBAR HARAPAN JAYA,ACTIVE,INSERTED
480,MAT-CSV-00480,,BOLT NUT M22 x 90 SS304,Pcs,70200,CILEGON CENTRAL BAUT,ACTIVE,INSERTED
481,MAT-CSV-00481,,BOLT NUT M18 x 45 HTB 8.8 FD,Pcs,9300,,ACTIVE,INSERTED
482,MAT-CSV-00482,,PU TUBE CUBING 8 x 5 x 100m,Roll,650000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
483,MAT-CSV-00483,,"MINI SIREN 4"" 220",Pcs,850000,,ACTIVE,INSERTED
484,MAT-CSV-00484,,"SDS 6X1"" 25mm FF",Box,225000,BOLT NUT FASTENER,ACTIVE,INSERTED
485,MAT-CSV-00485,,"SDS 6X2"" 55mm FF",Box,390000,,ACTIVE,INSERTED
486,MAT-CSV-00486,,"SKRUP GYPSUM 6X1"" HITAM",Box,78000,,ACTIVE,INSERTED
487,MAT-CSV-00487,,AS DRAT M8 GALVANIS,Batang,17000,,ACTIVE,INSERTED
488,MAT-CSV-00488,,NUT M8 GALVANIS,Pcs,430,,ACTIVE,INSERTED
489,MAT-CSV-00489,,KASA GYPSUM 5,Roll,16500,PD MUTIARA INDAH,ACTIVE,INSERTED
490,MAT-CSV-00490,,LIST PVC LM016,Batang,50000,,ACTIVE,INSERTED
491,MAT-CSV-00491,,SILICONE PUTIH,Botol,26500,,ACTIVE,INSERTED
492,MAT-CSV-00492,,CAT TEMBOK VINILEX P300,Pail,875000,,ACTIVE,INSERTED
493,MAT-CSV-00493,,FLEXIBLE CONDUIT 20mm,Roll,360000,,ACTIVE,INSERTED
494,MAT-CSV-00494,,PAVING BLOCK MODEL BATA,M2,190000,PT. EPN,ACTIVE,INSERTED
495,MAT-CSV-00495,,20X10,Pcs,0,,ACTIVE,INSERTED
496,MAT-CSV-00496,,K-300,Pcs,0,,ACTIVE,INSERTED
497,MAT-CSV-00497,,PROSES PRODUKSI :,Pcs,0,,ACTIVE,INSERTED
498,MAT-CSV-00498,,SIAP KIRIM,Pcs,0,,ACTIVE,INSERTED
499,MAT-CSV-00499,,"INCLUDE ONGKIR, LOADING, UNLOADING",Pcs,0,,ACTIVE,INSERTED
500,MAT-CSV-00500,,EXCLUDE : PALLET,UNIT,25000,,ACTIVE,INSERTED
501,MAT-CSV-00501,,"JASA ROLL PIPA 3"" RD 703",Batang,150000,MITRA BAJA PERSADA,ACTIVE,INSERTED
502,MAT-CSV-00502,,JASA ROLL PLAT T6 5X20 780AS,Lembar,970000,,ACTIVE,INSERTED
503,MAT-CSV-00503,,ROL SIKU 50X50 TOE OUT,Batang,90000,,ACTIVE,INSERTED
504,MAT-CSV-00504,,RANTAI DOUBLE RS 120,UNIT,4850000,PT CAKRA ADJI GUNUNG,ACTIVE,INSERTED
505,MAT-CSV-00505,,CAT SEIV 480 BLUE PEACOK,PAIL,1260000,DUNIA BARU,ACTIVE,INSERTED
506,MAT-CSV-00506,,CAT SEIV 6610 GREY PRIMER,PAIIL,985000,,ACTIVE,INSERTED
507,MAT-CSV-00507,,THINNER KW 1,JERIGEN,380000,,ACTIVE,INSERTED
508,MAT-CSV-00508,,CAT VINILEX P300 WHITE INT EXT,PAIL,800000,DUNIA BARU,ACTIVE,INSERTED
509,MAT-CSV-00509,,"REFIL ROLL 4"" PINEHILL",BOX,50000,,ACTIVE,INSERTED
510,MAT-CSV-00510,,"KUAS 2"" OWNER",PCS,5000,,ACTIVE,INSERTED
511,MAT-CSV-00511,,PLAFON PVC 6m x 20cm,Lembar,44000,INDOMEGA ALUMUNIUM,ACTIVE,INSERTED
512,MAT-CSV-00512,,SILICONE PUTIH,Botol,24500,,ACTIVE,INSERTED
513,MAT-CSV-00513,,RETUR PLAFON,LOT,990000,,ACTIVE,INSERTED
514,MAT-CSV-00514,,WF 400x200x8x13x12,Batang,14696400,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
515,MAT-CSV-00515,,WF 300x150x6x9x12,Batang,7714500,,ACTIVE,INSERTED
516,MAT-CSV-00516,,WF 250x125x6x9x12,Batang,5738700,,ACTIVE,INSERTED
517,MAT-CSV-00517,,WF 250x125x6x9x12,Batang,5738700,,ACTIVE,INSERTED
518,MAT-CSV-00518,,WF 250x125x6x9x12,Batang,5738700,,ACTIVE,INSERTED
519,MAT-CSV-00519,,WF 150x75x5x12,Batang,2430900,,ACTIVE,INSERTED
520,MAT-CSV-00520,,"CNP 100x6m 2,3mm",Batang,321900,,ACTIVE,INSERTED
521,MAT-CSV-00521,,"PIPA HITAM CS 1"" x 2,8mm x 6m",Batang,199800,,ACTIVE,INSERTED
522,MAT-CSV-00522,,WF 150x75x5x12,Batang,2430900,,ACTIVE,INSERTED
523,MAT-CSV-00523,,WF 150x75x5x6,Batang,1265400,,ACTIVE,INSERTED
524,MAT-CSV-00524,,PLAT HITAM CS 4'x8'x8mm,Lembar,2719500,,ACTIVE,INSERTED
525,MAT-CSV-00525,,PLAT HITAM CS 4'x8'x2mm,Lembar,754800,,ACTIVE,INSERTED
526,MAT-CSV-00526,,JASA PASANG PAVING BLOCK,M2,32000,PT. EPN,ACTIVE,INSERTED
527,MAT-CSV-00527,,20X10,Pcs,0,,ACTIVE,INSERTED
528,MAT-CSV-00528,,K-300,Pcs,0,,ACTIVE,INSERTED
529,MAT-CSV-00529,,PROSES PRODUKSI :,Pcs,0,,ACTIVE,INSERTED
530,MAT-CSV-00530,,SIAP KIRIM,Pcs,0,,ACTIVE,INSERTED
531,MAT-CSV-00531,,"INCLUDE ONGKIR, LOADING, UNLOADING",Pcs,0,,ACTIVE,INSERTED
532,MAT-CSV-00532,,"MOBDEMOB, INC STEMP,",UNIT,6500000,,ACTIVE,INSERTED
533,MAT-CSV-00533,,"NYM 3x2,5m KABEL TUNGGAL",Roll,800000,PD MUTIARA INDAH,ACTIVE,INSERTED
534,MAT-CSV-00534,,STOP KONTAK AC,Set,65000,,ACTIVE,INSERTED
535,MAT-CSV-00535,,KABEL TIES ATN 3 X 150MM,Pack,8000,,ACTIVE,INSERTED
536,MAT-CSV-00536,,"KABEL TIES TORCH 3,6 X 250MM",Pack,18000,,ACTIVE,INSERTED
537,MAT-CSV-00537,,KABEL TIES ATN 4 X 250MM,Pack,15000,,ACTIVE,INSERTED
538,MAT-CSV-00538,,HELM MERAH SAFETY SPR,Pcs,23000,,ACTIVE,INSERTED
539,MAT-CSV-00539,,SEAL TAPE ONDA,Pcs,5000,,ACTIVE,INSERTED
540,MAT-CSV-00540,,NACHI TAPE,Pcs,10000,,ACTIVE,INSERTED
541,MAT-CSV-00541,,ELECTRIC TAPE NITTO,Pcs,10000,,ACTIVE,INSERTED
542,MAT-CSV-00542,,OBENG + E,Pcs,11000,,ACTIVE,INSERTED
