code,jenis,name,satuan,harga,vendor
MT-2026-1630,,MATA BOR BOSCH,PCS,15000,MITRA KUSUMA JAYA
MT-2026-1631,,NPN 2035T,PAIL,544000,DUNIA BARU
MT-2026-1632,,NPYO 1113A,PAIL,1115000,DUNIA BARU
MT-2026-1633,,NPOW 1001P,PAIL,573000,DUNIA BARU
MT-2026-1634,,ISI ROLL,BOX,60000,DUNIA BARU
MT-2026-1635,,"SKRUP GYPSUM 2,5cm",BOX,85000,TOKO BERKAT II
MT-2026-1636,,SKRUP GYPSUM 4cm,BOX,125000,TOKO BERKAT II
MT-2026-1637,,SEMEN JAKARTA,SAK,43000,TOKO BERKAT II
MT-2026-1638,,TALI AIR GYPSUM (3M),BATANG,25000,TOKO BERKAT II
MT-2026-1639,,ROMPI PROYEK (MERAH),PCS,55000,TOKO BERKAT II
MT-2026-1640,,U-DITCH 30x30x100,PCS,160000,CILEGON CONBLOCK
MT-2026-1641,,PAVING BLOCK 10.5 x 21 x 8,M2,90000,HOLLYWOOD CONBLOCK
MT-2026-1642,,PLAT BORDES 4MM,LEMBAR,2330000,SEMESTA GEMILANG CILEGON
MT-2026-1643,,HOLO 4x4,BATANG,31000,SEMESTA GEMILANG CILEGON
MT-2026-1644,,HOLO 4X2,BATANG,24500,SEMESTA GEMILANG CILEGON
MT-2026-1645,,COMPUND A PLUS,SAK,58000,SEMESTA GEMILANG CILEGON
MT-2026-1646,,"SKRUP GYPSUM 2,5",BOX,100000,SEMESTA GEMILANG CILEGON
MT-2026-1647,,PLAT HITAM CS 4'x8'x10mm,LEMBAR,3266200,SEMESTA GEMILANG CILEGON
MT-2026-1648,,BESI 12 POLOS,BATANG,114000,SEMESTA GEMILANG CILEGON
MT-2026-1649,,SIKU 50x50x5mm,BATANG,320000,SEMESTA GEMILANG CILEGON
MT-2026-1650,,CANAL BAJA RINGAN STIKER BIRU,BATANG,96000,SEMESTA GEMILANG CILEGON
MT-2026-1651,,PASIR LINGKAR,DUMP,1100000,PUTRA TERATE MANDIRI
MT-2026-1652,,ROCKWOOL 1m x 16m x 13mm (3 Roll),LOT,1586780,WOOLSTORE 07
MT-2026-1653,,PASIR CUCI,DUMP,1200000,PUTRA TERATE MANDIRI
MT-2026-1654,,NUT KRAMIK GREY,BKS,20000,TOKO BERKAT II
MT-2026-1655,,PAVING BLOCK TP 8,M2,106300,HOLYWOOD CONCRETE BLOCKS
MT-2026-1656,,CANSTEEN MELON STONE,PCS,53200,HOLYWOOD CONCRETE BLOCKS
MT-2026-1657,,60560,BATANG,229000,INDOMEGA ALUMUNIUM
MT-2026-1658,,60559,BATANG,254000,INDOMEGA ALUMUNIUM
MT-2026-1659,,60558,BATANG,238000,INDOMEGA ALUMUNIUM
MT-2026-1660,,554,BATANG,89000,INDOMEGA ALUMUNIUM
MT-2026-1661,,85748,BATANG,304000,INDOMEGA ALUMUNIUM
MT-2026-1662,,85701,BATANG,275000,INDOMEGA ALUMUNIUM
MT-2026-1663,,Y.GAG,SET,105000,INDOMEGA ALUMUNIUM
MT-2026-1664,,H. SLS,SET,62000,INDOMEGA ALUMUNIUM
MT-2026-1665,,MORRISE,SET,250000,INDOMEGA ALUMUNIUM
MT-2026-1666,,00/01/1900,SET,23000,INDOMEGA ALUMUNIUM
MT-2026-1667,,K. 0786,ROLL,55000,INDOMEGA ALUMUNIUM
MT-2026-1668,,K. 606,ROLL,46000,INDOMEGA ALUMUNIUM
MT-2026-1669,,SKRUP,PCS,145,INDOMEGA ALUMUNIUM
MT-2026-1670,,SKRUP,PCS,95,INDOMEGA ALUMUNIUM
MT-2026-1671,,5564,BATANG,48000,INDOMEGA ALUMUNIUM
MT-2026-1672,,FISCHER,SET,48000,INDOMEGA ALUMUNIUM
MT-2026-1673,,TEROT,BATANG,9000,INDOMEGA ALUMUNIUM
MT-2026-1674,,FISCHER,DUS,8000,INDOMEGA ALUMUNIUM
MT-2026-1675,,SKRUP,PCS,350,INDOMEGA ALUMUNIUM
MT-2026-1676,,KACA,LEMBAR,198000,INDOMEGA ALUMUNIUM
MT-2026-1677,,SILICON,BOTOL,21000,INDOMEGA ALUMUNIUM
MT-2026-1678,,KASO,IKAT,65000,TOKO BANGUNAN ROZIQ
MT-2026-1679,,PAKU 4,KG,18000,TOKO BANGUNAN ROZIQ
MT-2026-1680,,PAKU 7,KG,17000,TOKO BANGUNAN ROZIQ
MT-2026-1681,,ROSKAM,PCS,10000,TOKO BANGUNAN ROZIQ
MT-2026-1682,,UNP 80*45*6,BATANG,425000,TOKO BANGUNAN ROZIQ
MT-2026-1683,,SEWA VIBRO ROLLER,SHIFT,1500000,PUTRA TERATE MANDIRI
MT-2026-1684,,MOB DEMOB,LOT,2500000,PUTRA TERATE MANDIRI
MT-2026-1685,,"PIPA HITAM CS 1""x2.4/2.6mm",BATANG,166750,SEMESTA GEMILANG CILEGON
MT-2026-1686,,"PIPA HITAM CS 1�""x2.4/2.6mm",BATANG,214890,SEMESTA GEMILANG CILEGON
MT-2026-1687,,PLAT BORDES 4'x8'x4mm,LEMBAR,2519335,SEMESTA GEMILANG CILEGON
MT-2026-1688,,"ENGSEL BUBUT 1""",PCS,20000,MUTIARA INDAH
MT-2026-1689,,SEIV PRIMER 6610 GREY,GALON,210000,MUTIARA INDAH
MT-2026-1690,,SEIV FINISH BLUE PEACOK 480,GALON,275000,MUTIARA INDAH
MT-2026-1691,,FTALIT YELLOW LEMON 147,GALON,400000,MUTIARA INDAH
MT-2026-1692,,THINNER KW1,JRG,380000,MUTIARA INDAH
MT-2026-1693,,"MATA ROLL PINEHILL 4""",BOX,65000,MUTIARA INDAH
MT-2026-1694,,MATA BOR 5mm,PCS,55000,MUTIARA INDAH
MT-2026-1695,,"PAKU RIVET 4,8",BOX,155000,MUTIARA INDAH
MT-2026-1696,,"KUAS 2""",PCS,15000,MUTIARA INDAH
MT-2026-1697,,"ELBOW CS 1"" sch 20",PCS,15950,MUTIARA INDAH
MT-2026-1698,,"ELBOW CS 1�"" sch 20",PCS,21500,MUTIARA INDAH
MT-2026-1699,,0560,BATANG,195000,INDOMEGA ALUMUNIUM
MT-2026-1700,,"TF 4""",SET,20000,INDOMEGA ALUMUNIUM
MT-2026-1701,,"SKRUP GYPSUM 2,5",BOX,100000,INDOMEGA ALUMUNIUM
MT-2026-1702,,NUT KERAMIK GREY,PCS,22500,TOKO BERKAT II
MT-2026-1703,,ISI CUTTER,PACK,15000,TOKO BERKAT II
MT-2026-1704,,KAPE PLASTIK,PCS,8000,TOKO BERKAT II
MT-2026-1705,,BUANG PUING,LOT,250000,TOKO BERKAT II
MT-2026-1706,,MATA OBENG,PCS,15000,MITRA KUSUMA JAYA
MT-2026-1707,,METERAN 5M,PCS,35000,MITRA KUSUMA JAYA
MT-2026-1708,,SEMEN PADANG,SAK,45000,MITRA KUSUMA JAYA
MT-2026-1709,,SKRUP GYPSUM 6x1,BOX,50000,MITRA KUSUMA JAYA
MT-2026-1710,,EMBER COR,PCS,10000,MITRA KUSUMA JAYA
MT-2026-1711,,"KAPE PLASTIK 5""",PCS,12000,MITRA KUSUMA JAYA
MT-2026-1712,,"KAPE PLASTIK 7""",PCS,15000,MITRA KUSUMA JAYA
MT-2026-1713,,GERGAJI BESI SUNDFLEX,PCS,17000,MITRA KUSUMA JAYA
MT-2026-1714,,ISI CUTTER,KOTAK,25000,MITRA KUSUMA JAYA
MT-2026-1715,,KAPE GAGANG KARET,PCS,12000,MITRA KUSUMA JAYA
MT-2026-1716,,ROLL CAT XANDER BESAR,PCS,25000,MITRA KUSUMA JAYA
MT-2026-1717,,"KAWAT LOKET 1/4""",M,15000,MITRA KUSUMA JAYA
MT-2026-1718,,"ENGSEL KODAI 4""",SET,40000,MITRA KUSUMA JAYA
MT-2026-1719,,PASIR,PICKUP,250000,MITRA KUSUMA JAYA
MT-2026-1720,,SEMEN PATRIOT,SAK,43000,MITRA KUSUMA JAYA
MT-2026-1721,,SENDOK SEMEN,PCS,15000,MITRA KUSUMA JAYA
MT-2026-1722,,BESKOS,DUMP,1100000,PUTRA TERATE MANDIRI
MT-2026-1723,,ABU BATU,DUMP,1100000,PUTRA TERATE MANDIRI
MT-2026-1724,,VINILEX PRO 1000,GLN,129000,MUTIARA INDAH
MT-2026-1725,,NUT KERAMIK GREY,BKS,30000,MUTIARA INDAH
MT-2026-1726,,SILICONE BLACK,PCS,26000,MUTIARA INDAH
MT-2026-1727,,SIKA TOP 107 4KG,GLN,150000,MUTIARA INDAH
MT-2026-1728,,UNP 150x75x5.5x6,BATANG,1209900,PT KARYABENTENG BARUSEMESTA
MT-2026-1729,,WF 150x75x12,BATANG,2442000,PT KARYABENTENG BARUSEMESTA
MT-2026-1730,,PLAT STRIP 100x6,BATANG,377400,PT KARYABENTENG BARUSEMESTA
MT-2026-1731,,SIKU CS 60x60x6,BATANG,382950,PT KARYABENTENG BARUSEMESTA
MT-2026-1732,,SIKU CS 50x50x5,BATANG,271950,PT KARYABENTENG BARUSEMESTA
MT-2026-1733,,HOLO HITAM CS 40x40x2x6,BATANG,196470,PT KARYABENTENG BARUSEMESTA
MT-2026-1734,,PLAT HITAM CS POLOS 4'x8'x2mm,LEMBAR,688200,PT KARYABENTENG BARUSEMESTA
MT-2026-1735,,CNP 150x35x6,BATANG,355200,PT KARYABENTENG BARUSEMESTA
MT-2026-1736,,BATU BELAH,DUMP,800000,PUTRA TERATE MANDIRI
MT-2026-1737,,PASIR CUCI,DUMP,900000,PUTRA TERATE MANDIRI
MT-2026-1738,,ABU BATU,DUMP,1000000,PUTRA TERATE MANDIRI
MT-2026-1739,,SEMEN RAJAWALI,SAK,45000,TB. RANI BERKAH
MT-2026-1740,,TRIPLEK 9mm,LEMBAR,100000,TB. RANI BERKAH
MT-2026-1741,,PAKU 5,KG,20000,TB. RANI BERKAH
MT-2026-1742,,PAKU 7,KG,20000,TB. RANI BERKAH
MT-2026-1743,,KASO 4x6 SENGON,BATANG,20000,TB. RANI BERKAH
MT-2026-1744,,KAWAT BENDRAT,KG,25000,TB. RANI BERKAH
MT-2026-1745,,WIREMESH M10,LEMBAR,954600,PT KARYABENTENG BARUSEMESTA
MT-2026-1746,,READY MIX CONCRETE,M3,850000,PT. SCG READYMIX INDONESIA (JAYAMIX)
MT-2026-1747,,COMPUND A PLUS,SAK,60000,SEMESTA GEMILANG CILEGON
MT-2026-1748,,SKRUP GYPSUM 3 CM,BOX,100000,SEMESTA GEMILANG CILEGON
MT-2026-1749,,GYPSUM JAYABOARD 9MM,LEMBAR,65000,SEMESTA GEMILANG CILEGON
MT-2026-1750,,SEMEN SIKA 180 GA,SAK,130000,TB MUTIARA INDAH
MT-2026-1751,,SEMEN GERSIK,SAK,64000,TB MUTIARA INDAH
MT-2026-1752,,SHADOWLINE TALI AIR,BATANG,20250,TB MUTIARA INDAH
MT-2026-1753,,SIKA NUT KERAMIK GREY,BKS,15000,TB MUTIARA INDAH
MT-2026-1754,,PLASTIK COVER BARANG 2x9,SET,120000,TB MUTIARA INDAH
MT-2026-1755,,VIBRATOR HISAP UBIN GRANIT GETAR,UNIT,670000,TB MUTIARA INDAH
MT-2026-1756,,"TILE LEVELING 0,35",SET,161000,TB MUTIARA INDAH
MT-2026-1757,,GAGANG ROLL KECIL,PCS,25000,TB MUTIARA INDAH
MT-2026-1758,,KUAS 2 INCH,PCS,14000,TB MUTIARA INDAH
MT-2026-1759,,UNP 80x45x6,BATANG,399600,PT KARYABENTENG BARUSEMESTA
MT-2026-1760,,UNP 50x40x5,BATANG,249750,PT KARYABENTENG BARUSEMESTA
MT-2026-1761,,PACUL + GAGANG,SET,95000,MUTIARA INDAH
MT-2026-1762,,BLENCONG + GAGANG,SET,105000,MUTIARA INDAH
MT-2026-1763,,SENDOK BATA,PCS,15000,MUTIARA INDAH
MT-2026-1764,,EMBER COR KECIL,PCS,10000,MUTIARA INDAH
MT-2026-1765,,PENGKI TUKANG,PCS,15000,MUTIARA INDAH
MT-2026-1766,,BENANG TUKANG,ROLL,5000,MUTIARA INDAH
MT-2026-1767,,GOLOK,PCS,50000,MUTIARA INDAH
MT-2026-1768,,KASO 4x6,IKAT,210000,MUTIARA INDAH
MT-2026-1769,,TRIPLEK 5mm,LEMBAR,110000,MUTIARA INDAH
MT-2026-1770,,SEMEN JAKARTA,SAK,41000,MUTIARA INDAH
MT-2026-1771,,BESI 10 POLOS,BATANG,85000,MUTIARA INDAH
MT-2026-1772,,BESI 8,BATANG,55000,MUTIARA INDAH
MT-2026-1773,,KUNCI BESI 8,PCS,20000,MUTIARA INDAH
MT-2026-1774,,KUNCI BESI 10,PCS,20000,MUTIARA INDAH
MT-2026-1775,,KAWAT BENDRAT,KG,25000,MUTIARA INDAH
MT-2026-1776,,"SEWA EXA (JUMAT,SABTU,SELASA)",SHIFT,3500000,PUTRA TERATE MANDIRI
MT-2026-1777,,MOB DEMOB,LOT,2000000,PUTRA TERATE MANDIRI
MT-2026-1778,,PASIR,DUMP,900000,PUTRA TERATE MANDIRI
MT-2026-1779,,BATU BELAH,DUMP,850000,PUTRA TERATE MANDIRI
MT-2026-1780,,ABU BATU,DUMP,950000,PUTRA TERATE MANDIRI
MT-2026-1781,,URUGAN,DUMP,400000,PUTRA TERATE MANDIRI
MT-2026-1782,,SCAFOLDING FRAME 170,SET,415600,SCAFOLDING
MT-2026-1783,,UNP 50x40x5,BATANG,255750,SCAFOLDING
MT-2026-1784,,KANSTEN MELON TROTOAR FULL,PCS,53200,HOLYWOOD CONCRETE BLOCKS
MT-2026-1785,,KANSTEN MELON TROTOAR LUBANG,PCS,53200,HOLYWOOD CONCRETE BLOCKS
MT-2026-1786,,BESI ULIR 16mm,BATANG,195000,SEMESTA GEMILANG CILEGON
MT-2026-1787,,BESI ULIR 13mm,BATANG,129000,SEMESTA GEMILANG CILEGON
MT-2026-1788,,BESI POLOS 10mm,BATANG,78000,SEMESTA GEMILANG CILEGON
MT-2026-1789,,AMPLAS AA 150,M,4000,MITRA KUSUMA JAYA
MT-2026-1790,,"KUAS 3""",PCS,10000,MITRA KUSUMA JAYA
MT-2026-1791,,ROLL CAT BESAR,PCS,25000,MITRA KUSUMA JAYA
MT-2026-1792,,GERGAJI HEBEL,PCS,50000,MITRA KUSUMA JAYA
MT-2026-1793,,"PIPA PVC 2"" D",BATANG,65000,MITRA KUSUMA JAYA
MT-2026-1794,,"ELBOW PVC 2"" D",PCS,10000,MITRA KUSUMA JAYA
MT-2026-1795,,"TEE 2""",PCS,10000,MITRA KUSUMA JAYA
MT-2026-1796,,SCRUP,DUS,48000,MITRA KUSUMA JAYA
MT-2026-1797,,GUNTING BAJA RINGAN,PCS,55000,MITRA KUSUMA JAYA
MT-2026-1798,,PAKU BETON 7,DUS,45000,MITRA KUSUMA JAYA
MT-2026-1799,,BENANG NYLON 50M,ROLL,10000,MITRA KUSUMA JAYA
MT-2026-1800,,29 GALON AIR,LOT,378000,MITRA KUSUMA JAYA
MT-2026-1801,,KASO 5x7,BATANG,35000,TB. RANI BERKAH
MT-2026-1802,,BENANG TUKANG,ROLL,5000,TB. RANI BERKAH
MT-2026-1803,,PAKU 10,KG,20000,TB. RANI BERKAH
MT-2026-1804,,PAKU 4,KG,22000,TB. RANI BERKAH
MT-2026-1805,,BATU SPLIT,PICKUP,300000,TB. RANI BERKAH
MT-2026-1806,,PLASTIK COR,ROLL,121000,TB. RANI BERKAH
MT-2026-1807,,NPN 1989D,GLN,135000,DUNIA BARU
MT-2026-1808,,NPOW 1001P,PAIL,570000,DUNIA BARU
MT-2026-1809,,CAT DASAR TEMBOK,PAIL,670000,DUNIA BARU
MT-2026-1810,,MOWILEX EXTERIOR WHEATERCOAT WHITE L501,PAIL,2570000,DUNIA BARU
MT-2026-1811,,"PIPA HITAM CS 1""x2,5mm",BATANG,166750,SEMESTA GEMILANG CILEGON
MT-2026-1812,,"PIPA HITAM CS 1�""x2,5mm",BATANG,214890,SEMESTA GEMILANG CILEGON
MT-2026-1813,,PLAT BORDES 4mm,LEMBAR,2519335,SEMESTA GEMILANG CILEGON
MT-2026-1814,,LINGGIS BESAR,PCS,60000,TB PACIFIC 2
MT-2026-1815,,TRIPLEK 9MM,LEMBAR,85000,TB PACIFIC 2
MT-2026-1816,,KASO 4x6,BATANG,22000,TB PACIFIC 2
MT-2026-1817,,PAKU 7,KG,20000,TB PACIFIC 2
MT-2026-1818,,BESI 8,BATANG,44000,TB PACIFIC 2
MT-2026-1819,,LOT BANDUL,BATANG,30000,TB PACIFIC 2
MT-2026-1820,,BENANG TUKANG,ROLL,10000,TB PACIFIC 2
MT-2026-1821,,MOBIL ROLLER VIBRO,SHIFT,2000000,PUTRA TERATE MANDIRI
MT-2026-1822,,FTALIT BLACK DOFF,KG,90000,DEPO CAT WARNASARI
MT-2026-1823,,ROLL CAT ETERNA,PCS,25000,DEPO CAT WARNASARI
MT-2026-1824,,"KUAS 1�"" ETERNA",PCS,7000,DEPO CAT WARNASARI
MT-2026-1825,,METERAN SOLIGEN 5M,M,35000,DEPO CAT WARNASARI
MT-2026-1826,,BENSIN MOBIL,LOT,100000,DEPO CAT WARNASARI
MT-2026-1827,,"KUSEN 23,3",LOT,5575000,AHMAD ALUMUNIUM
MT-2026-1828,,"KACA 10,877",LOT,11964700,AHMAD ALUMUNIUM
MT-2026-1829,,DOUBLE ORNAMEN,LOT,3750000,AHMAD ALUMUNIUM
MT-2026-1830,,JASA,LOT,5000000,AHMAD ALUMUNIUM
MT-2026-1831,,SEMEN GERSIK,SAK,58000,KALI GUJI UTAMA
MT-2026-1832,,PAVING MODEL ALSTAD-4 NATURAL,M2,136400,CISANGKAN
MT-2026-1833,,PAVING MODEL ALSTAD-5 NATURAL,M2,136400,CISANGKAN
MT-2026-1834,,SCAFFOLDING FRAME 1.90,SET,50000,PT PAMUNGKAS PUTRA PRATAMA
MT-2026-1835,,CATWALK,UNIT,30000,PT PAMUNGKAS PUTRA PRATAMA
MT-2026-1836,,SCAFFOLDING FRAME 1.70,SET,550000,PT MUTIARA MANDIRI SCAFFOLDING
MT-2026-1837,,CATWALK,UNIT,340000,PT MUTIARA MANDIRI SCAFFOLDING
MT-2026-1838,,KAWAT BENDRAT,KG,20000,TB PACIFIC 2
MT-2026-1839,,BATU SPLIT,MOBIL,360000,TB PACIFIC 2
MT-2026-1840,,PAKU 7 PAKU 4,KG,20000,TB PACIFIC 2
MT-2026-1841,,KAPE PLASTIK,PCS,5000,TB PACIFIC 2
MT-2026-1842,,KAPE SCRAP,PCS,15000,TB PACIFIC 2
MT-2026-1843,,TRIPLEK,LEMBAR,85000,TB PACIFIC 2
MT-2026-1844,,PASIR CUCI,DUM,900000,PUTRA TERATE MANDIRI
MT-2026-1845,,FTALIT LEMON YELLOW 147,GLN,400000,DUNIA BARU
MT-2026-1846,,"HOLO 40x40x0,35",BATANG,31000,SEMESTA GEMILANG CILEGON
MT-2026-1847,,KASA GIPSUM,ROLL,15000,SEMESTA GEMILANG CILEGON
MT-2026-1848,,SKRUP GIPSUM 7CM,BOX,215000,SEMESTA GEMILANG CILEGON
MT-2026-1849,,SIKU 40x40x4,BATANG,172050,PT. KARYABENTENG BARU SEMESTA
MT-2026-1850,,UNP 50x38x5,BATANG,238650,PT. KARYABENTENG BARU SEMESTA
MT-2026-1851,,SEWA EXA (SENIN),SHIFT,3000000,PUTRA TERATE MANDIRI
MT-2026-1852,,U-DITCH 30x30x100,PCS,170000,CILEGON CONBLOCK
MT-2026-1853,,H-BEAM 200x12m,BATANG,10422900,PT. KARYABENTENG BARU SEMESTA
MT-2026-1854,,UNP 150x75x6m,BATANG,1520700,PT. KARYABENTENG BARU SEMESTA
MT-2026-1855,,SIKU 70x70x6m,BATANG,532800,PT. KARYABENTENG BARU SEMESTA
MT-2026-1856,,SIKU 60x60x6m,BATANG,388500,PT. KARYABENTENG BARU SEMESTA
MT-2026-1857,,PLAT HITAM CS 4'x8'x2mm,LEMBAR,682650,PT. KARYABENTENG BARU SEMESTA
MT-2026-1858,,PLAT HITAM CS 4'x8'x12mm,LEMBAR,3735150,PT. KARYABENTENG BARU SEMESTA
MT-2026-1859,,PASIR,MOBIL,250000,MITRA KUSUMA JAYA
MT-2026-1860,,KAPE PVC KECIL,PCS,3000,MITRA KUSUMA JAYA
MT-2026-1861,,KAPE PVC SEDANG,PCS,4000,MITRA KUSUMA JAYA
MT-2026-1862,,"KUAS 1""",PCS,6000,MITRA KUSUMA JAYA
MT-2026-1863,,"KUAS 1,5""",PCS,7000,MITRA KUSUMA JAYA
MT-2026-1864,,BESI 10,BATANG,66000,MITRA KUSUMA JAYA
MT-2026-1865,,PASIR,MOBIL,125000,MITRA KUSUMA JAYA
MT-2026-1866,,BESI LOT TUKANG,PCS,15000,MITRA KUSUMA JAYA
MT-2026-1867,,SEMEN PEREKAT BOND,SAK,65000,MITRA KUSUMA JAYA
MT-2026-1868,,PAPAN COR,LEMBAR,30000,MITRA KUSUMA JAYA
MT-2026-1869,,"SKRUP GUPSUM 6x1""",BOX,50000,MITRA KUSUMA JAYA
MT-2026-1870,,PAKU BETON 5,BOX,50000,MITRA KUSUMA JAYA
MT-2026-1871,,PAKU BETON 7,BOX,50000,MITRA KUSUMA JAYA
MT-2026-1872,,PAKU 10,KG,10000,MITRA KUSUMA JAYA
MT-2026-1873,,BENANG TUKANG,ROLL,5000,MITRA KUSUMA JAYA
MT-2026-1874,,BESI 8,BATANG,45000,MITRA KUSUMA JAYA
MT-2026-1875,,"SKRUP GUPSUM 6x2""",BOX,25000,MITRA KUSUMA JAYA
MT-2026-1876,,"METERAN 7,5",PCS,35000,MITRA KUSUMA JAYA
MT-2026-1877,,KAWAT BENDRAT,KG,25000,MITRA KUSUMA JAYA
MT-2026-1878,,"PAHAT 1/2""",PCS,30000,MITRA KUSUMA JAYA
MT-2026-1879,,"PAHAT 5/8""",PCS,37000,MITRA KUSUMA JAYA
MT-2026-1880,,PAKU BETON 7,BOX,45000,MITRA KUSUMA JAYA
MT-2026-1881,,CUTTER,PCS,25000,MITRA KUSUMA JAYA
MT-2026-1882,,KANSTEEN APPLE STONE,PCS,35000,HOLYWOOD CONCRETE BLOCKS
MT-2026-1883,,CNP 100x50x2.3mm,BATANG,288600,PT. KARYABENTENG BARU SEMESTA
MT-2026-1884,,KERAMIK KASAR 40x40 BLACK,DUS,68300,BELANJA KERAMIK
MT-2026-1885,,SIKU GIPSUM SHADOW LINE,BATANG,12000,TB. MUTIARA INDAH
MT-2026-1886,,SEMEN GERSIK,SAK,58000,TB. MUTIARA INDAH
MT-2026-1887,,"BACKFLOW VALVE 6"" PVC",PCS,120000,TB. MUTIARA INDAH
MT-2026-1888,,"PIPA PVC 6"" POTONGAN",PCS,130000,TB. MUTIARA INDAH
MT-2026-1889,,LASER LEVEL 16 LINE,UNIT,573000,TB. MUTIARA INDAH
MT-2026-1890,,HIDROLIK UNTK PAVING,UNIT,380000,TB. MUTIARA INDAH
MT-2026-1891,,BATU SPLIT,DUM,950000,CV EGAV JAYA MANDIRI
MT-2026-1892,,SEIV 6600 PRIMER GREY,PAIL,985000,DUNIA BARU
MT-2026-1893,,MOWILEX L501 WHITE,GLN,350000,DUNIA BARU
MT-2026-1894,,KERAMIK GLOSSY 40x40 BLACK,DUS,68300,BELANJA KERAMIK
MT-2026-1895,,KERAMIK GLOSSY 40x40 WHITE,DUS,68300,BELANJA KERAMIK
MT-2026-1896,,"BAUT GYPSUM 1 1/4""",BOX,150000,MITRA KUSUMA JAYA
MT-2026-1897,,ISI CUTTER,BOX,10000,MITRA KUSUMA JAYA
MT-2026-1898,,TATAKAN AMPLAS,PCS,20000,MITRA KUSUMA JAYA
MT-2026-1899,,AMPLAS BULAT VELCRO,BOX,150000,MITRA KUSUMA JAYA
MT-2026-1900,,HEBEL,M3,530000,MITRA KUSUMA JAYA
MT-2026-1901,,MESIN AMPLAS,UNIT,275000,MITRA KUSUMA JAYA
MT-2026-1902,,BESI 10,BATANG,65000,TB. RANI BERKAH
MT-2026-1903,,BESI 13 ULIR,BATANG,115000,TB. RANI BERKAH
MT-2026-1904,,TRIPLEK 8/9mm,LEMBAR,100000,TB. RANI BERKAH
MT-2026-1905,,KUSEN,M,250000,MAULANA JAYA ALUMUNIUM
MT-2026-1906,,KACA,M,1100000,MAULANA JAYA ALUMUNIUM
MT-2026-1907,,JASA PASANG,LOT,5000000,MAULANA JAYA ALUMUNIUM
MT-2026-1908,,KASO 5x7 merah,BATANG,35000,JL. SUMURANJA KEC. PULOAMPEL
