code,jenis,name,satuan,harga,vendor
MT-2026-0580,,STEKER KEPALA COLOKAN BROCO,PCS,13000,
MT-2026-0581,,ELECTRIC TAPE NITTO,PCS,8000,
MT-2026-0582,,KUNCI INGGRIS SEDANG,PCS,105000,
MT-2026-0583,,KUNCI PAS / RING NO 24,PCS,70000,
MT-2026-0584,,26,PCS,82000,
MT-2026-0585,,27,PCS,91000,
MT-2026-0586,,29,PCS,110000,
MT-2026-0587,,STANG LAS KURTHAUFE 600 A,PCS,55000,
MT-2026-0588,,TANG MASA AMERICAN EARTH CLAMP 500 A,PCS,40000,
MT-2026-0589,,KAPUR BESI F-PREMIUM,BOX,14000,
MT-2026-0590,,"KUAS ETERNA 2""",PCS,3500,
MT-2026-0591,,"ISI ROLL CAT 4"" PINEHILL (PINK/MERAH)",BOX,40000,
MT-2026-0592,,CUTTING TORCH KOIKE MK-100,SET,325000,
MT-2026-0593,,"SELANG : MASING"" 20M",M,17500,
MT-2026-0594,,REGULATOR OKSIGEN YAMATO,PCS,135000,
MT-2026-0595,,REGULATOR LPG YAMATO,PCS,135000,
MT-2026-0596,,NOZZLE KOIKE CUTTING TIP NO 5,PCS,45000,
MT-2026-0597,,NOZZLE KOIKE CUTTING TIP NO 3,PCS,40000,
MT-2026-0598,,"NOZZLE PLASMA 1,8",SET,65000,
MT-2026-0599,,ISI CUTTER STANDARD,PACK,9000,
MT-2026-0600,,PAINT MARKER SNOWMAN BLACK,PACK,165000,
MT-2026-0601,,PAINT MARKER SNOWMAN WHITE,PACK,165000,
MT-2026-0602,,S.TANGAN KATUN 5 BENANG,LUSIN,20000,
MT-2026-0603,,S.TANGAN KOMBINASI,LUSIN,185000,
MT-2026-0604,,KABEL TRAY + SAMBUNGAN 3000X100X50,BATANG,286000,SURYA INDAH ABADI
MT-2026-0605,,OUTSIDE + SAMBUNGAN 100X50,BATANG,129000,
MT-2026-0606,,INSIDE + SAMBUNGAN 100X50,BATANG,135000,
MT-2026-0607,,ELBOW TRAY + SAMBUNGAN 100X50,PCS,180000,
MT-2026-0608,,TRAY 300X100X50 + SAMBUNGAN,BATANG,286000,
MT-2026-0609,,"NYY 4X2,5 SUPREME ONGKIR",M,31521,
MT-2026-0610,,"Sprocket 120-2-18T (Double), C TYPE",UNIT,1800000,PT AKHONA UNITEK INDONESIA
MT-2026-0611,,T:,PCS,0,
MT-2026-0612,,C:,PCS,0,
MT-2026-0613,,BL:,PCS,0,
MT-2026-0614,,BD:,PCS,0,
MT-2026-0615,,PCD:,PCS,0,
MT-2026-0616,,OD:,PCS,0,
MT-2026-0617,,"Sprocket 120-2-60T (Double), B TYPE",UNIT,13000000,
MT-2026-0618,,ADDITIONAL WORK :,PCS,0,
MT-2026-0619,,-LUBANG ANGIN D120 = 4 PCS X 125RB,PCS,125000,
MT-2026-0620,,-SPI 32 x 16 x 90 (SPROCKET BESAR),PCS,50000,
MT-2026-0621,,-LUBANG SPI + TAP,PCS,200000,
MT-2026-0622,,-LUBANG SPI (SPROCKET KECIL),PCS,160000,
MT-2026-0623,,JASA PEMBUATAN MIXER SS304 T:6MM,LOT,72000000,MITRA BAJA PERSADA
MT-2026-0624,,DIMENSI :,PCS,0,
MT-2026-0625,,LEBAR : 1400MM x PANJANG : 2285MM,PCS,0,
MT-2026-0626,,TINGGI : 1515MM,PCS,0,
MT-2026-0627,,"ROLL PIPA 3"" Rd 703MM",PCS,150000,
MT-2026-0628,,"BELAH PIPA 3""",PCS,130000,
MT-2026-0629,,ROLL PLATE T:6MM 5'X20' Ras : 780MM,PCS,970000,
MT-2026-0630,,ROLL SIKU 50X50 Rd. 703MM (TOE OUT),PCS,90000,
MT-2026-0631,,POTONG FB 8X80X650+BOR 10MM 3,PCS,75000,
MT-2026-0632,,POTONG FB 8X80X100+BOR 10MM 2,PCS,65000,
MT-2026-0633,,"CONSUMABLE, KAWAT CUTTING BAPING",LOT,2200000,
MT-2026-0634,,"JASA FABRIKASI, ASSEMBLY, INSTAL, DIAL AGITATOR",UNIT,28530000,PT RYSHAFA GLOBAL MANDIRI
MT-2026-0635,,"GALVALUME,ABU MAJA TCT 1020x0,40",LEMBAR,95000,PT MAJAMAKMUR SUKSES MANDIRI
MT-2026-0636,,"GALVALUME,ABU MAJA TCT 1020x0,40",LEMBAR,95000,
MT-2026-0637,,TYPE : MAJADECK,PCS,0,
MT-2026-0638,,"CUTTING DISC 4"" X 1,2MM WD",DUS,2782,INTI PERKAKAS GLODOK
MT-2026-0639,,H-BEAM 150 x 12m (potong 3) @4M,BATANG,6671100,KARYABENTENG BARU SEMESTA
MT-2026-0640,,H-BEAM 150 x 6m (potong 2) @4M & 2M,BATANG,3341100,
MT-2026-0641,,WF 150 x 6m (potong 2) @3M,BATANG,1243200,
MT-2026-0642,,00/01/1900,-,0,
MT-2026-0643,,WF 200 x 100 x 6m,BATANG,2031300,
MT-2026-0644,,WF 250 x 100 x 6m,BATANG,2908200,
MT-2026-0645,,WF 250 x 100 x 12m,BATANG,5805300,
MT-2026-0646,,UNP 150 x 75 x 6m,BATANG,1209900,
MT-2026-0647,,SIKU 60 x 60 x 6 x 6m,BATANG,438450,
MT-2026-0648,,SIKU 40 x 40 x 4 x 6m,BATANG,194250,
MT-2026-0649,,PLAT STRIP 6 x 100,BATANG,382950,
MT-2026-0650,,"PIPA 3"" x 3,5mm",BATANG,743700,
MT-2026-0651,,PLAT BORDESH 4' x 8' x 4mm,LEMBAR,1665000,
MT-2026-0652,,CAT SEIV 6610 PRIMER GREY,PAIL,985000,DUNIA BARU
MT-2026-0653,,CAT SEIV 480 BLUE PEACOK,PAIL,1260000,
MT-2026-0654,,CAT TEMBOK VINILEX 300 WHITE,PAIL,825000,
MT-2026-0655,,THINNER KW1,JRGN,380000,
MT-2026-0656,,ROOFING KUNING 12X50 KARET,BOX,144000,TOKO BAUT JAYA MAKMUR
MT-2026-0657,,ROOFING KUNING 12X25 KARET,BOX,134000,
MT-2026-0658,,BOLT NUT M16 X 50 SS304,PCS,22640,
MT-2026-0659,,BOLT NUT HTB M16 X 50,PCS,5015,
MT-2026-0660,,BOLT NUT M16 X 55 SS304,PCS,24830,
MT-2026-0661,,BOLT NUT HTB M16 X 55,PCS,5300,
MT-2026-0662,,BOLT NUT M16 X 60 SS304,PCS,24830,
MT-2026-0663,,BOLT NUT M16 X 65 SS304,PCS,26920,
MT-2026-0664,,BOLT NUT HTB M16 X 65,PCS,5875,
MT-2026-0665,,ELECTROMAGNETIC FLOWMETER,UNIT,45800000,BSI INSTRUMENT
MT-2026-0666,,SIZE : MGW3000 (DN50),PCS,0,
MT-2026-0667,,MFG : AZBIL,PCS,0,
MT-2026-0668,,DP TRANSMITTER,UNIT,44000000,
MT-2026-0669,,SIZE : GTX35 WITH CAPILLARY,PCS,0,
MT-2026-0670,,PLAT CS 4' x 8' x 2mm,LEMBAR,743700,KARYABENTENG BARU SEMESTA
MT-2026-0671,,WF 150 x 6m,BATANG,1209900,
MT-2026-0672,,PLAT STRIP 30 x 6m,BATANG,127650,
MT-2026-0673,,READY MIX CONCRETE K-300,M3,1000000,PT KEMBAR HARAPAN JAYA
MT-2026-0674,,"RTD K100 WELD 300MM DRAT 1/2""",EA,900000,TEST
MT-2026-0675,,"TEMPERATURE GAUGE 4"" NPT 1/2""",EA,900000,
MT-2026-0676,,"PRESSEURE GAUGE 4"" NPT 1/2""",EA,900000,
MT-2026-0677,,"BALL VALVE TYPE SOCK DRAT DIA 1""",EA,140000,
MT-2026-0678,,"BALL VALVE TYPE SOCK DRAT DIA 1/2""",EA,100000,
MT-2026-0679,,"MALE TUBING CONNECTOR DRAT 1/2"" X 8MM",EA,186000,
MT-2026-0680,,"MALE TUBING CONNECTOR DRAT 1/2"" X 10MM",EA,210000,
MT-2026-0681,,"MALE TUBING CONNECTOR DRAT 1/2"" X 12MM",EA,248000,
MT-2026-0682,,SELANG HOSE TUBING 8MM,EA,10800,
MT-2026-0683,,SELANG HOSE TUBING 10MM,EA,12800,
MT-2026-0684,,SELANG HOSE TUBING 12MM,EA,17000,
MT-2026-0685,,"ELBOW 90 X 1/2"" GALVANIS DRAT TYPE",EA,17500,
MT-2026-0686,,"TEE 1/2"" GALVANIS DRAT TYPE",EA,20000,
MT-2026-0687,,COIL SOLENOID PULSATOR,EA,62000,
MT-2026-0688,,"CABLE SENSOR 3C X 1,5MM",M,27500,
MT-2026-0689,,PUSH BOTTOM WITH LAMP RED,EA,40000,
MT-2026-0690,,PUSH BOTTOM WITH LAMP GREEN,EA,40000,
MT-2026-0691,,TIMER ON/OFF + SOCKET,EA,800000,
MT-2026-0692,,ALAT SENAI PIPA MANUAL,EA,460000,
MT-2026-0693,,RAGUNG PIPE TYPE V,EA,1050000,
MT-2026-0694,,ALAT BENDING PIPA MANUAL,EA,4850000,
MT-2026-0695,,"MESIN GERINDA 4""",EA,450000,
MT-2026-0696,,TAP MANUAL,EA,120000,
MT-2026-0697,,GASKET TEFLON PTFE 3MM X 1200 X 2400,LEMBAR,3840000,KARSAINTI SEJIWA
MT-2026-0698,,PANELVIS CONTROL SYSTEM,PCS,75000,BULAN TERANG ELECTRIC
MT-2026-0699,,PANEL DRYER TEMP CONTROL,PCS,75000,
MT-2026-0700,,PUSH BUTTON HIJAU,PCS,45000,
MT-2026-0701,,PUSH BUTTON MERAH,PCS,45000,
MT-2026-0702,,ELBOW GALVANIS 20MM,PCS,25000,
MT-2026-0703,,LAMPU TOWER 3 WARNA + BUZZER,PCS,300000,
MT-2026-0704,,NAME PLATE 20 X 30,PCS,15000,
MT-2026-0705,,"NYAF 0,75",ROLL,220000,
MT-2026-0706,,"SKUN Y 1,25-3 MERAH",PACK,25000,
MT-2026-0707,,MY4N 24VDC + SOCKET,SET,65000,
MT-2026-0708,,INDICATOR KN-1400B,UNIT,3300000,SAHABAT JAYA BERSAMA
MT-2026-0709,,SIKU CS 50X50X5,BATANG,215000,TOKO BERKAT
MT-2026-0710,,REL CLAMP CONDUIT 3000X50X50 1 3/8,BATANG,715000,
MT-2026-0711,,DYNABOLT M8X50,PCS,1850,
MT-2026-0712,,BOLT NUT M8X15,PCS,750,
MT-2026-0713,,BOLT NUT SS 16X60 L,PCS,24850,PANJI RIMBA TEKNIK
MT-2026-0714,,BOLT NUT SS 10X50,PCS,13740,
MT-2026-0715,,"MESIN KOMPRESOR 0,75HP OIL LESS",UNIT,1550000,VICTOR TEKNIK MANDIRI
MT-2026-0716,,KUNCI L TEKIRO MM,SET,112000,
MT-2026-0717,,ROADLINE PAINTING BLACK,GALON,335000,DUNIA BARU
MT-2026-0718,,ROADLINE PAINTING YELLOW,GALON,335000,
MT-2026-0719,,CAT ALUMUNIUM AVIAN PAINT,KG,60000,
MT-2026-0720,,ANCHOR NUT 19 X 300,PCS,24850,PANJI RIMBA TEKNIK
MT-2026-0721,,"SDS FLAT 12 X 3,2",BOX,170000,
MT-2026-0722,,BOLT NUT M22 X 90,PCS,81000,
MT-2026-0723,,CAT FTALIT MERAH,KG,84000,
MT-2026-0724,,KABEL TRAY TYPE U ELEKTRO GALVANIS,SET,705000,SURYA INDAH ABADI
MT-2026-0725,,200X50 COVER + JOINT,PCS,0,
MT-2026-0726,,IR TRAY 200X50 TCOVER + JOINT,SET,308000,
MT-2026-0727,,OR TRAY 200X50 TCOVER + JOINT,SET,327000,
MT-2026-0728,,ELBOW TRAY 2000X50 TCOVER + JOINT,SET,447000,
MT-2026-0729,,COVER CLAMP TRAY 200X50,SET,70000,
MT-2026-0730,,KABEL TRAY TIPE U ELEKTRO GALVANIS,SET,286000,
MT-2026-0731,,100X50 + JOINT,PCS,0,
MT-2026-0732,,IR TRAY 100X50 + JOINT,SET,167000,
MT-2026-0733,,OR TRAY 100X50 + JOINT,SET,161000,
MT-2026-0734,,ELBOW TRAY 100X50 + JOINT,SET,212000,
MT-2026-0735,,ALAT PENARIK KABEL NILON SMOL,ROLL,200000,
MT-2026-0736,,"ALAT TEKUK BENDING PIPA 1/2"",2"", HIDRAULIC PIPE",UNIT,3900000,
MT-2026-0737,,DINABOLT M8,SET,5000,
MT-2026-0738,,DINABOLT M10,SET,6000,
MT-2026-0739,,MATA BOR BETON M8,PCS,45000,
MT-2026-0740,,MATA BOR BETON M10,PCS,55000,
MT-2026-0741,,ONGKIR,LOT,900000,
MT-2026-0742,,MUR,PCS,1000,
MT-2026-0743,,"KLEM UNISTRAS 1/2""",PCS,6000,SURYA AGUNG CILEGON
MT-2026-0744,,SKUN RING 2-8,PAKET,100000,
MT-2026-0745,,"VYNIL CAP 2,5 MK 11 @30",M,400,
MT-2026-0746,,SPIRAL CABLE KS6,M,25000,
MT-2026-0747,,"KABEL NYAF 1X1,5 JEMBO",ROLL,450000,
MT-2026-0748,,DOUBLE RACHET 17X19,PCS,135000,
MT-2026-0749,,MINI AIR CONTROL UNIT DOUBLE TKR,PCS,206000,
MT-2026-0750,,SELANG PU 8MM AAT,M,6000,
MT-2026-0751,,"FLASHBACK ARRESTOR OXY,LPG REGULATOR",PCS,70000,
MT-2026-0752,,KUSEN INKALUM / OPENBACK,UNIT,1400000,DAIS ALUMUNIUM
MT-2026-0753,,KACA 5MM,PCS,0,
MT-2026-0754,,REL JENDELA SLIDING,PCS,0,
MT-2026-0755,,DAUN JENDELA 9055,PCS,0,
MT-2026-0756,,KARET,PCS,0,
MT-2026-0757,,SILICON,PCS,0,
MT-2026-0758,,"Jendela Alumunium Frame 4"" Kaca 5mm Slide",PCS,0,
MT-2026-0759,,KUSEN INKALUM / OPENBACK,UNIT,3600000,
MT-2026-0760,,BAHAN DAUN PINTU,PCS,0,
MT-2026-0761,,PEGANGAN PINTU HANDLE,PCS,0,
MT-2026-0762,,ENGSEL,PCS,0,
MT-2026-0763,,READY MIX K-300,M3,860000,JAYAMIX
MT-2026-0764,,CONCRETE PUMP,UNIT,3500000,
MT-2026-0765,,REL ATAS BESAR 4M,BATANG,395000,RIA JAYA
MT-2026-0766,,REL BAWAH 4M,BATANG,115000,
MT-2026-0767,,RODA ATAS BESAR,PCS,37500,
MT-2026-0768,,RODA BAWAH,PCS,22500,
MT-2026-0769,,"SDD (AW) 1"" X 3/4""",PCS,4000,PD MUTIARA INDAH
MT-2026-0770,,"SOCKET (AW) 1""",PCS,5000,
MT-2026-0771,,LAMPU PHILIPS 36W,BATANG,25000,
MT-2026-0772,,"NYM ETERNA 2X1,5X50M",ROLL,495000,
MT-2026-0773,,SPIRAL KABEL K-6,PACK,12000,
MT-2026-0774,,KABEL TIES 250,PACK,25000,
MT-2026-0775,,"SIKU TUKANG 10""",PCS,57500,
MT-2026-0776,,"WATERPAS TJAPMATA 12""",PCS,85000,
MT-2026-0777,,TEE KABEL LISTRIK P 20MM,PCS,6000,
MT-2026-0778,,ELBOW KABEL LISTRIK P 20MM,PCS,6000,
MT-2026-0779,,SOCK FITTING KABEL 20MM,PCS,1000,
MT-2026-0780,,SPIRAL KABEL K-24,ROLL,65000,
MT-2026-0781,,SEALTAPE ONDA KECIL,PCS,5000,
MT-2026-0782,,KUNCI RACHET WIPRO,PCS,135000,
MT-2026-0783,,MATA BOR BESI 8MM,PCS,35000,
MT-2026-0784,,"METERAN 7,5",PCS,35000,
MT-2026-0785,,FISCHER S8,PCS,8000,
MT-2026-0786,,"SKRUP ISP 2 1/2""",PACK,32000,
MT-2026-0787,,MATA BOR NACHI 2MM,PCS,20000,
MT-2026-0788,,SELANG FLEKSIBEL CONDUIT,ROLL,165000,
MT-2026-0789,,LEM ISARPLAS PVC,KALENG,65000,
MT-2026-0790,,PIPA CONDUIT BOSCH 20MM,BATANG,17000,
MT-2026-0791,,SEMEN,SAK,44000,
MT-2026-0792,,"PVC 2"" AW",PCS,70000,
MT-2026-0793,,"ELBOW 2""",PCS,10000,
MT-2026-0794,,LAKBAN HITAM TEBAL,PCS,15000,
MT-2026-0795,,BUTTERFLY VALVE,UNIT,8750000,PD HARAPAN PERSADA
MT-2026-0796,,KAMIZAWA,PCS,0,
MT-2026-0797,,DISC : PTFE,PCS,0,
MT-2026-0798,,BODY : DUCTILE IRON,PCS,0,
MT-2026-0799,,C/W : DOUBLE ACTING ACTUATOR KPZ SERIES,PCS,0,
MT-2026-0800,,ACCESSORIES : SOLENOID VALVE PG 220VAC,PCS,0,
MT-2026-0801,,25VDC,PCS,0,
MT-2026-0802,,"SIZE : 4""",PCS,0,
MT-2026-0803,,LAMPU TOWER 3 WARNA + BUZZER,PCS,300000,BULAN TERANG ELECTRIC
MT-2026-0804,,MCB IP 6A SCHNEIDER,PCS,65000,
MT-2026-0805,,"YSLY 4X1,5MM",METER,21000,
MT-2026-0806,,YSLY 3X1MM,METER,15000,
MT-2026-0807,,"NYY 4X2,5",METER,31000,
MT-2026-0808,,SHM ELECTROMAGNETIC FLOWMETER,UNIT,21996000,ONE ELECTRICAL
MT-2026-0809,,SHM FLANGE MOUNTED DIFFRENTIAL PRESSURE,UNIT,14500000,
MT-2026-0810,,ANCHOR NUT 19 X 300,PCS,35280,PANJI RIMBA TEKNIK
MT-2026-0811,,"SDS FLAT 12 X 3,2",BOX,146145,
MT-2026-0812,,BOLT NUT M22 X 90,PCS,82700,
MT-2026-0813,,KLEM UNISBAD 3/4,PCS,7500,SURYA AGUNG CILEGON
MT-2026-0814,,EXPANDED 3035 4'X8' 3MM,LEMBAR,550000,ANUGRAH INDO BAJA
MT-2026-0815,,PLAT HITAM 10MM X 1200 X 2400,LEMBAR,4199500,
MT-2026-0816,,"TIRAI PVC, CLEAR/BENING, 2mm x 20cm x 50m",ROLL,800000,BUDI JAYA MAKMUR
MT-2026-0817,,KAP LAMPU 2X36 LED,SET,450000,SURYA AGUNG CILEGON
MT-2026-0818,,"CONNECTOR FLEXIBLE 1/2"" PIPE E",PCS,17500,
MT-2026-0819,,COUPLING PIPE E19,PCS,10000,
MT-2026-0820,,"FLEXIBLE CONDUIT 1/2"" x 50m",ROLLL,575000,
MT-2026-0821,,BOX PANEL 90 X 80 X 40,PCS,2800000,BULAN TERANG ELECTRIC
MT-2026-0822,,"TYPE PRESTENDING, CREAM",PCS,0,
MT-2026-0823,,"MCCB 4P, 100A",PCS,1435000,
MT-2026-0824,,POWER METER PM5330,PCS,4750000,
MT-2026-0825,,"GAE, CT 50/5A",PCS,295000,
MT-2026-0826,,"SCHNEIDER PILOT LAMP D22, 220VAC MERAH",PCS,45000,
MT-2026-0827,,"SCHNEIDER PILOT LAMP D22, 220VAC KUNING",PCS,45000,
MT-2026-0828,,"SCHNEIDER PILOT LAMP D22, 220VAC BIRU",PCS,45000,
MT-2026-0829,,FUSE + RUMAH 2A,SET,20000,
MT-2026-0830,,REL MCB,BATANG,20000,
MT-2026-0831,,CABLE DUCT 40X40 (45X45),BATANG,50000,
MT-2026-0832,,"SKUN Y1,25-3 HITAM",PACK,25000,
MT-2026-0833,,"SKUN Y1,25-3 BIRU",PACK,25000,
MT-2026-0834,,"NYAF 1,5",METER,3850,
MT-2026-0835,,"NYAF 2,5",METER,6500,
MT-2026-0836,,TERMINAL BLOCK 4PX4MM,PCS,10000,
MT-2026-0837,,"TERMINAL BLOCK 4PX2,5MM",PCS,10000,
MT-2026-0838,,"TERMINAL BLOCK 4MX2,5MM",PCS,10000,
MT-2026-0839,,"MCB 1P,4A",PCS,75000,
MT-2026-0840,,"MCB 1P,10A",PCS,65000,
MT-2026-0841,,"MCB 1P,15A",PCS,65000,
MT-2026-0842,,"KABEL NYm 3X2,5MM",ROLL,980000,
MT-2026-0843,,"KABEL NYm 3X1,5MM",ROLL,680000,
MT-2026-0844,,STOP KONTAK BROCO ISI 2 LUBANG IB,SET,35000,
MT-2026-0845,,STOP KONTAK BROCO ISI 1 LUBANG IB,SET,17000,
MT-2026-0846,,STOP KONTAK AC SCHNEIDER CLIPSAL 1 SET,SET,75000,
MT-2026-0847,,KOMPLIT + STEKER INBOW DUS (BOSS),PCS,0,
MT-2026-0848,,SAKLAR DOUBLE IB,SET,27000,
MT-2026-0849,,SAKLAR ENGKEL IB,SET,17000,
MT-2026-0850,,STOP KONTAK S/K DATA CAT5E INTERNET,SET,75000,
MT-2026-0851,,(PANASONIC),PCS,0,
MT-2026-0852,,PIPA CLIPSAL 20 (BOSS),BATANG,17500,
MT-2026-0853,,ELBOW CLIPSAL 20 (BOSS),PCS,6500,
MT-2026-0854,,SOCKET CLIPSAL 20 (BOSS),PCS,4000,
MT-2026-0855,,SIKU 60X60X6,BATANG,421800,KARYABENTENG BARU SEMESTA
MT-2026-0856,,PLAT STRIP 50X6,BATANG,155400,
MT-2026-0857,,PLAT BORDESH 4'X8'X4MM,LEMBAR,1665000,
MT-2026-0858,,"CNP 150 X 3,2",BATANG,577200,
MT-2026-0859,,BESI 16 X 12M,BATANG,213120,
MT-2026-0860,,BESI 12 X 12M,BATANG,122100,
MT-2026-0861,,FRAME SCAFOLDING SET KONDISI 80% REPAINTING,SET,700000,PCM
MT-2026-0862,,ASIBA CATWALK,UNIT,250000,
MT-2026-0863,,BOX PANEL 80X60X20CM,PCS,1200000,BULAN TERANG ELECTRIC
MT-2026-0864,,REL MCB / DIN RAIL ALUMUNIUM,BATANG,25000,
MT-2026-0865,,CABLE DUCT 25X25MM,BATANG,35000,
MT-2026-0866,,"CABLE NYAF 0,75MM",ROLL,220000,
MT-2026-0867,,"CABLE SKUN SVS-1-25-3,5",PACK,25000,
MT-2026-0868,,"CABLE SKUN SVS-1-25-3,6",PCS,25000,
MT-2026-0869,,"TERMINAL BLOCK 12P X 1,5MM",PCS,15000,
MT-2026-0870,,MCB 1P 6A,SET,70000,
MT-2026-0871,,CRAMIC FUSE 2A+RUMAH,SET,15000,
MT-2026-0872,,"RELAY, 220VAC + SOCKET",SET,65000,
MT-2026-0873,,SELECTOR SWITCH AUTO/MAN 22,PCS,175000,
MT-2026-0874,,"PILOT LAMP 220VAC 22, BIRU",PCS,45000,
MT-2026-0875,,LED TOWER LAMP(WARNING LAMP) RED LIGHT,SET,300000,
MT-2026-0876,,"CABLE YSLY-JZ,10G 1MM",METER,35000,
MT-2026-0877,,"CABLE YSLY-JZ,2G 1MM",METER,12000,
MT-2026-0878,,LIMIT SWITCH TZ-8108 D4V TZ,PCS,250000,
MT-2026-0879,,LIMIT SWITCH TZ-8112 TZ8,PCS,250000,
MT-2026-0880,,"CLAMP BUAYA 1/2""",PCS,12000,
MT-2026-0881,,"PIPA PVC 1/2""",BATANG,17500,
MT-2026-0882,,"SOCKET PVC 1/2""",PCS,2000,
MT-2026-0883,,"ELBOW PVC1/2""",PCS,6500,
MT-2026-0884,,"TE DUS PVC 1/2""",PCS,10000,
MT-2026-0885,,SE120EGNB0200,UNIT,5900000,FINETEK AUTOMATION INDONESIA
MT-2026-0886,,FINETEK ROTARY PADDLE LEVEL SWITCH,PCS,0,
MT-2026-0887,,FINETEK CODE SE120EGNB0200,PCS,0,
MT-2026-0888,,FINETEK MODEL SEX10000-ABEAKB442C0200,PCS,0,
MT-2026-0889,,SHAFT PROTECTIVE TUBE TYPE,PCS,0,
MT-2026-0890,,VOLTAGE 24 VDC,PCS,0,
MT-2026-0891,,CONNECTION FLANGE 2� INCH JIS 10K,PCS,0,
MT-2026-0892,,"PADDLE B TYPE, 65X80MM",PCS,0,
MT-2026-0893,,PROBE LENGTH 200MM,PCS,0,
MT-2026-0894,,MAX TEMP 70�C,PCS,0,
MT-2026-0895,,OUTPUT SPDT,PCS,0,
MT-2026-0896,,ROTARY SPEED 1 RPM,PCS,0,
MT-2026-0897,,HIAB CRANE 10T,LOT,7000000,TRANSPORTASI
MT-2026-0898,,BREZLER SCHNEIDER MCB 3PAS 80A,UNIT,650000,TOKO SEMI
MT-2026-0899,,MCB SCHNEIDER 25A,PCS,80000,
MT-2026-0900,,"KUNCI INGGRIS 15""",PCS,300000,
MT-2026-0901,,ONDA SEALTAPE,PCS,5000,
MT-2026-0902,,"METERAN 7,5M",PCS,55000,
MT-2026-0903,,KUNCI L SET,UNIT,205192,
MT-2026-0904,,REL CONDUIT STRUT KANAL,UNIT,325000,SURYA AGUNG CILEGON
MT-2026-0905,,"KLEM STRUT 1/2"" GALVANIS",PCS,6000,
MT-2026-0906,,"SOCK POLOS 1/2""",PCS,10000,
MT-2026-0907,,"CONECTOR FLEKSIBEL 1/2""",PCS,17500,
MT-2026-0908,,"GLAND METAL CONNECTOR CABLE 1/2""",PCS,15000,
MT-2026-0909,,SIKU 50X50X5X6 B CS,BATANG,220000,
MT-2026-0910,,CAT SILVER ALUMUNIUM/GALVANIS,KG,60000,
MT-2026-0911,,"FLEKSIBEL 1/2""",ROLL,500000,
MT-2026-0912,,JLD BOR CAS MURAH 2 BATERAI,SET,1465061,SM II SURYA MAJU CILEGON II
MT-2026-0913,,CARBON BRUSH MAKITA CB 204A/CB204A,PCS,116972,
MT-2026-0914,,SKRUP ROOFING SDS FH8,BOX,143585,
MT-2026-0915,,AMPLOP GAJI COKLAT,PACK,19000,
MT-2026-0916,,GUNTING BESAR,PCS,14000,
MT-2026-0917,,PROPAN METAL CAT SILVER,KG,65000,
MT-2026-0918,,PRIMER BLUE,KG,90000,
MT-2026-0919,,KUAS ROLL,KG,15000,
MT-2026-0920,,"KUAS 2""",PCS,12000,
MT-2026-0921,,PRIMA TOP LOGAN LINE,KG,90000,
MT-2026-0922,,"SOCK DRAT 1/2""",PCS,4000,
MT-2026-0923,,"SDD 1/2""",PCS,4000,
MT-2026-0924,,CAT HIJAU,KG,65000,
MT-2026-0925,,BOLT NUT M10X50 GALVANIS,PCS,1450,
MT-2026-0926,,"PIPA SS 304 4"" X 6000",BATANG,6300000,KARSA INTI SEJIWA
MT-2026-0927,,"FLANGE 4"" JIS10K FF",PCS,340000,
MT-2026-0928,,"PIPE NEPEL DOUBLE DRAT LUAR 1/2"" x 100",PCS,50000,
MT-2026-0929,,"BALL VALVE SANKYO 1"" SS316",PCS,100000,
MT-2026-0930,,ROUND BAR M19 x 1000,BATANG,250000,
MT-2026-0931,,"BLIND FLANGE 1 1/2"" JIS 10K FF",PCS,200000,
MT-2026-0932,,"BLIND FLANGE 1"" JIS 10K FF",PCS,140000,
MT-2026-0933,,"BALL VALVE SANKYO 1/2"" SS316",PCS,70000,
MT-2026-0934,,MPC 08-04,PCS,8000,MANDIRI TEKNO JAYA
MT-2026-0935,,MPC 08-02,PCS,4000,
MT-2026-0936,,MPC 12-04,PCS,9000,
MT-2026-0937,,MPC 12-01,PCS,7500,
MT-2026-0938,,MPCF 08-01,PCS,6000,
MT-2026-0939,,PU TUBE 8X5 HITAM TECHNO,ROLL,390000,
MT-2026-0940,,PU TUBE 12X8 HITAM TECHNO,ROLL,800000,
MT-2026-0941,,"VLOK RING 1"" X 1/2"" SS304 CLASS 160",PCS,32000,
MT-2026-0942,,MPE 12,PCS,6000,
MT-2026-0943,,MPE 08,PCS,4000,
MT-2026-0944,,AS DRAT M12X1000,BATANG,24540,PANJI RIMBA TEKNIK
MT-2026-0945,,MUR M12,PCS,715,
MT-2026-0946,,TURNBUCKLE 3/4 (M20),PCS,48000,
MT-2026-0947,,FASTRACK HELM,PCS,25000,
MT-2026-0948,,"KABEL NYY 3X2,5M",M,27500,SURYA AGUNG CILEGON
MT-2026-0949,,KABEL GROUNDING NYA 50mm,M,105000,
MT-2026-0950,,"KABEL GROUNDING NYA 2,5mm",M,7500,
MT-2026-0951,,SKUN KABEL 50-10,PCS,7000,
MT-2026-0952,,"SKUN Y 1,5m",PCS,30000,
MT-2026-0953,,"SKUN RING 2,5m",M,500,
MT-2026-0954,,"KABEL INDUK NYY 4X2,5",M,35000,
MT-2026-0955,,KACA TEMPERED BULAT TAHAN PANAS 130MM 10MM,PCS,513500,SUTAR PACKING
MT-2026-0956,,TEKIRO GREASE GUN POMPA 100CC,PCS,102700,
